dst_cls,layer,region,effect,mean,lo,hi,n_contents
deploy,12,final,class,-0.06876077651977539,-0.16669388532638552,0.033300575415293375,30
deploy,12,final,content,0.11878105799357096,-0.024920398394266765,0.2542654919624326,30
deploy,12,final,interaction,0.039620558420817055,-0.07087294499079386,0.15210435628890992,30
deploy,12,final,standard,-0.07916049957275391,-0.2875003258387248,0.1334692001342768,30
deploy,12,question,class,-0.02916256586710612,-0.35838758627573647,0.2937307047843933,30
deploy,12,question,content,0.16247479120890299,-0.5522351511319479,0.8375417343775428,30
deploy,12,question,interaction,0.02502139409383138,-0.32707186381022135,0.36042284886042275,30
deploy,12,question,standard,-0.13745339711507162,-0.8999556144078572,0.7128439299265533,30
deploy,12,readout,class,-0.008287779490152995,-0.347921245098114,0.32711454153060915,30
deploy,12,readout,content,0.1333881696065267,-0.5436539030075073,0.773256750901539,30
deploy,12,readout,interaction,-0.07499577204386393,-0.4397311504681905,0.29798535505930557,30
deploy,12,readout,standard,-0.20838394165039062,-0.9417078447341919,0.6501704629262283,30
deploy,12,task,class,0.1187541643778483,-0.039574480056762694,0.2750047492980957,30
deploy,12,task,content,0.17291173934936524,-0.05833441893259684,0.4417227864265439,30
deploy,12,task,interaction,0.09376001358032227,-0.04374058723449707,0.23333575169245402,30
deploy,12,task,standard,-0.07915172576904297,-0.30830661455790204,0.12498785336812337,30
deploy,26,final,class,3.1439764658610025,2.51488351504008,3.7709587208429967,30
deploy,26,final,content,-0.039577356974283856,-0.7774555897712707,0.660366737047831,30
deploy,26,final,interaction,-0.010416348775227865,-0.6625774312019348,0.6334130549430845,30
deploy,26,final,standard,0.02916100819905599,-0.8583341789245605,0.9288314215342204,30
deploy,26,question,class,-0.17290182113647462,-0.25831416447957356,-0.09582798083623251,30
deploy,26,question,content,0.0687453269958496,-0.01249791383743286,0.15831639607747394,30
deploy,26,question,interaction,-0.0395780881245931,-0.08123699903488159,0.002088579336802165,30
deploy,26,question,standard,-0.1083234151204427,-0.22080392996470133,-0.008215282758077551,30
deploy,26,readout,class,2.908582305908203,2.3293783617019654,3.483445520401001,30
deploy,26,readout,content,-0.037507247924804685,-0.7169826285044353,0.6104687190055842,30
deploy,26,readout,interaction,-0.045824623107910155,-0.6955688087145487,0.6065227882067351,30
deploy,26,readout,standard,-0.008317375183105468,-0.86265202999115,0.8424133968353267,30
deploy,26,task,class,0.00624701182047526,-0.020832096735636393,0.03333169062932333,30
deploy,26,task,content,0.047908655802408856,-0.01666531960169474,0.11664954900741577,30
deploy,26,task,interaction,0.018749745686848958,-0.014581597646077473,0.052080763975779217,30
deploy,26,task,standard,-0.029158910115559895,-0.11676072756449381,0.05416922251383464,30
eval,12,final,class,0.043837356567382815,-0.06433333317438761,0.14592716296513875,30
eval,12,final,content,0.06039212544759114,-0.0938313595453898,0.2228022321065267,30
eval,12,final,interaction,-0.056215095520019534,-0.17716931899388633,0.062374430497487365,30
eval,12,final,standard,-0.11660722096761068,-0.2999544318517049,0.05007034937540689,30
eval,12,question,class,-0.4188270568847656,-0.791916898091634,-0.05847482045491538,30
eval,12,question,content,0.502053705851237,-0.025032432079315183,1.0374738494555156,30
eval,12,question,interaction,0.10627606709798178,-0.18334339062372842,0.3959381349881487,30
eval,12,question,standard,-0.3957776387532552,-1.0624857060114543,0.2501376867294306,30
eval,12,readout,class,-0.42507479985555013,-0.79171147108078,-0.048037281036376965,30
eval,12,readout,content,0.4584440549214681,-0.00832528273264567,0.9233296990394584,30
eval,12,readout,interaction,0.11668888727823894,-0.18336574713389078,0.41665281136830645,30
eval,12,readout,standard,-0.34175516764322916,-0.9543537855148315,0.28356407642364395,30
eval,12,task,class,-0.17502031326293946,-0.37708596150080365,0.020787342389424635,30
eval,12,task,content,0.17075033187866212,-0.08751076698303223,0.4104480155309039,30
eval,12,task,interaction,-0.07091652552286784,-0.2250403626759847,0.08959400574366225,30
eval,12,task,standard,-0.24166685740152996,-0.4624930175145467,0.008337806065877277,30
eval,26,final,class,-2.5459659576416014,-3.1062841860453285,-1.9833820263544721,30
eval,26,final,content,0.6584548950195312,-0.18968650579452515,1.4983759490648898,30
eval,26,final,interaction,0.4959613164265951,0.020958875020345057,0.9958517535527547,30
eval,26,final,standard,-0.1624935785929362,-1.2252089103062946,0.941638724009196,30
eval,26,question,class,0.19164085388183594,0.11457290808359782,0.26871813456217447,30
eval,26,question,content,-0.04166851043701172,-0.1270679712295532,0.03746927579243978,30
eval,26,question,interaction,-0.08748073577880859,-0.1624597152074178,-0.01457461675008138,30
eval,26,question,standard,-0.045812225341796874,-0.12499037265777588,0.03752989610036214,30
eval,26,readout,class,-2.435565789540609,-2.985759530067444,-1.8813648136456806,30
eval,26,readout,content,0.5480315844217937,-0.29810691038767495,1.3771728650728858,30
eval,26,readout,interaction,0.5188747723897298,0.008428619702657065,1.0584103687604267,30
eval,26,readout,standard,-0.029156812032063804,-1.1250912459691365,1.1376215060551955,30
eval,26,task,class,0.03542035420735677,0.004172666867574056,0.0666670815149943,30
eval,26,task,content,-0.022929000854492187,-0.08334586540857951,0.03745839993158977,30
eval,26,task,interaction,0.0020837783813476562,-0.02500057299931844,0.03124747594197591,30
eval,26,task,standard,0.025012779235839843,-0.045809569358825686,0.09595539887746118,30
