layer,pair,direction,content_id,delta,baseline,k
16,2,unpaired_control,c039,-0.03997611999511719,-0.8049545288085938,52
18,2,deploy_to_eval,c039,0.08513832092285156,-0.8049545288085938,69
18,2,eval_to_deploy,c039,-0.08255195617675781,-0.6590156555175781,69
18,2,unpaired_control,c039,0.0057888031005859375,-0.8049545288085938,52
20,2,deploy_to_eval,c039,0.12170219421386719,-0.8049545288085938,69
20,2,eval_to_deploy,c039,-0.10420799255371094,-0.6590156555175781,69
20,2,unpaired_control,c039,0.03959846496582031,-0.8049545288085938,52
22,2,deploy_to_eval,c039,0.11708259582519531,-0.8049545288085938,69
22,2,eval_to_deploy,c039,-0.10400581359863281,-0.6590156555175781,69
22,2,unpaired_control,c039,0.025257110595703125,-0.8049545288085938,52
24,2,deploy_to_eval,c039,0.1331501007080078,-0.8049545288085938,69
24,2,eval_to_deploy,c039,-0.12540054321289062,-0.6590156555175781,69
24,2,unpaired_control,c039,0.040866851806640625,-0.8049545288085938,52
26,2,deploy_to_eval,c039,0.11224174499511719,-0.8049545288085938,69
26,2,eval_to_deploy,c039,-0.11100387573242188,-0.6590156555175781,69
26,2,unpaired_control,c039,0.027360916137695312,-0.8049545288085938,52
28,2,deploy_to_eval,c039,0.11589241027832031,-0.8049545288085938,69
28,2,eval_to_deploy,c039,-0.11322784423828125,-0.6590156555175781,69
28,2,unpaired_control,c039,0.053394317626953125,-0.8049545288085938,52
30,2,deploy_to_eval,c039,0.1471405029296875,-0.8049545288085938,69
30,2,eval_to_deploy,c039,-0.14732933044433594,-0.6590156555175781,69
30,2,unpaired_control,c039,0.07908439636230469,-0.8049545288085938,52
31,2,deploy_to_eval,c039,0.14593887329101562,-0.8049545288085938,69
31,2,eval_to_deploy,c039,-0.14593887329101562,-0.6590156555175781,69
31,2,unpaired_control,c039,0.04873847961425781,-0.8049545288085938,52
0,3,deploy_to_eval,c036,-0.012609481811523438,-0.8815765380859375,115
0,3,eval_to_deploy,c036,0.00554656982421875,-0.7562160491943359,115
0,3,unpaired_control,c036,-0.09782981872558594,-0.8815765380859375,52
2,3,deploy_to_eval,c036,0.03610038757324219,-0.8815765380859375,115
2,3,eval_to_deploy,c036,0.007251739501953125,-0.7562160491943359,115
2,3,unpaired_control,c036,-0.1967620849609375,-0.8815765380859375,52
4,3,deploy_to_eval,c036,0.08614921569824219,-0.8815765380859375,115
4,3,eval_to_deploy,c036,0.013891220092773438,-0.7562160491943359,115
4,3,unpaired_control,c036,0.08985137939453125,-0.8815765380859375,52
6,3,deploy_to_eval,c036,0.07085037231445312,-0.8815765380859375,115
6,3,eval_to_deploy,c036,0.07201766967773438,-0.7562160491943359,115
6,3,unpaired_control,c036,0.5979099273681641,-0.8815765380859375,52
8,3,deploy_to_eval,c036,0.12162208557128906,-0.8815765380859375,115
8,3,eval_to_deploy,c036,0.07174110412597656,-0.7562160491943359,115
8,3,unpaired_control,c036,0.6772594451904297,-0.8815765380859375,52
10,3,deploy_to_eval,c036,0.2171192169189453,-0.8815765380859375,115
10,3,eval_to_deploy,c036,-0.13578033447265625,-0.7562160491943359,115
10,3,unpaired_control,c036,0.5508556365966797,-0.8815765380859375,52
12,3,deploy_to_eval,c036,0.2059955596923828,-0.8815765380859375,115
12,3,eval_to_deploy,c036,-0.15063095092773438,-0.7562160491943359,115
12,3,unpaired_control,c036,0.32904052734375,-0.8815765380859375,52
14,3,deploy_to_eval,c036,0.19928741455078125,-0.8815765380859375,115
14,3,eval_to_deploy,c036,-0.18065834045410156,-0.7562160491943359,115
14,3,unpaired_control,c036,0.35245704650878906,-0.8815765380859375,52
16,3,deploy_to_eval,c036,0.18861961364746094,-0.8815765380859375,115
16,3,eval_to_deploy,c036,-0.17812156677246094,-0.7562160491943359,115
16,3,unpaired_control,c036,0.17279052734375,-0.8815765380859375,52
18,3,deploy_to_eval,c036,0.15100479125976562,-0.8815765380859375,115
18,3,eval_to_deploy,c036,-0.1469097137451172,-0.7562160491943359,115
18,3,unpaired_control,c036,0.06648445129394531,-0.8815765380859375,52
20,3,deploy_to_eval,c036,0.1592235565185547,-0.8815765380859375,115
20,3,eval_to_deploy,c036,-0.1483917236328125,-0.7562160491943359,115
20,3,unpaired_control,c036,0.035327911376953125,-0.8815765380859375,52
22,3,deploy_to_eval,c036,0.14922142028808594,-0.8815765380859375,115
22,3,eval_to_deploy,c036,-0.14011383056640625,-0.7562160491943359,115
22,3,unpaired_control,c036,0.0178375244140625,-0.8815765380859375,52
24,3,deploy_to_eval,c036,0.14168167114257812,-0.8815765380859375,115
24,3,eval_to_deploy,c036,-0.135528564453125,-0.7562160491943359,115
24,3,unpaired_control,c036,0.0034275054931640625,-0.8815765380859375,52
26,3,deploy_to_eval,c036,0.14148712158203125,-0.8815765380859375,115
26,3,eval_to_deploy,c036,-0.13836288452148438,-0.7562160491943359,115
26,3,unpaired_control,c036,0.0012531280517578125,-0.8815765380859375,52
28,3,deploy_to_eval,c036,0.14290237426757812,-0.8815765380859375,115
28,3,eval_to_deploy,c036,-0.13994789123535156,-0.7562160491943359,115
28,3,unpaired_control,c036,-0.03671455383300781,-0.8815765380859375,52
30,3,deploy_to_eval,c036,0.12412261962890625,-0.8815765380859375,115
30,3,eval_to_deploy,c036,-0.12475013732910156,-0.7562160491943359,115
30,3,unpaired_control,c036,0.009454727172851562,-0.8815765380859375,52
31,3,deploy_to_eval,c036,0.12536048889160156,-0.8815765380859375,115
31,3,eval_to_deploy,c036,-0.12536048889160156,-0.7562160491943359,115
31,3,unpaired_control,c036,0.0001010894775390625,-0.8815765380859375,52
0,4,deploy_to_eval,c009,-0.00241851806640625,-0.32850074768066406,66
0,4,eval_to_deploy,c009,-0.008777618408203125,-0.8814754486083984,66
0,4,unpaired_control,c009,0.10782432556152344,-0.32850074768066406,52
2,4,deploy_to_eval,c009,-0.035552978515625,-0.32850074768066406,66
2,4,eval_to_deploy,c009,0.015394210815429688,-0.8814754486083984,66
2,4,unpaired_control,c009,0.2612152099609375,-0.32850074768066406,52
4,4,deploy_to_eval,c009,-0.24650192260742188,-0.32850074768066406,66
4,4,eval_to_deploy,c009,0.23438644409179688,-0.8814754486083984,66
4,4,unpaired_control,c009,-0.0927581787109375,-0.32850074768066406,52
6,4,deploy_to_eval,c009,-0.26628875732421875,-0.32850074768066406,66
6,4,eval_to_deploy,c009,0.24570083618164062,-0.8814754486083984,66
6,4,unpaired_control,c009,-0.4343910217285156,-0.32850074768066406,52
8,4,deploy_to_eval,c009,-0.07960128784179688,-0.32850074768066406,66
8,4,eval_to_deploy,c009,0.11947822570800781,-0.8814754486083984,66
8,4,unpaired_control,c009,-0.35834693908691406,-0.32850074768066406,52
10,4,deploy_to_eval,c009,-0.395050048828125,-0.32850074768066406,66
10,4,eval_to_deploy,c009,0.4445323944091797,-0.8814754486083984,66
10,4,unpaired_control,c009,-0.6517486572265625,-0.32850074768066406,52
12,4,deploy_to_eval,c009,-0.5641574859619141,-0.32850074768066406,66
12,4,eval_to_deploy,c009,0.5954113006591797,-0.8814754486083984,66
12,4,unpaired_control,c009,-0.8436260223388672,-0.32850074768066406,52
14,4,deploy_to_eval,c009,-0.5820388793945312,-0.32850074768066406,66
14,4,eval_to_deploy,c009,0.6517543792724609,-0.8814754486083984,66
14,4,unpaired_control,c009,-0.9673309326171875,-0.32850074768066406,52
16,4,deploy_to_eval,c009,-0.4983634948730469,-0.32850074768066406,66
16,4,eval_to_deploy,c009,0.4886474609375,-0.8814754486083984,66
16,4,unpaired_control,c009,-0.7872257232666016,-0.32850074768066406,52
18,4,deploy_to_eval,c009,-0.5014457702636719,-0.32850074768066406,66
18,4,eval_to_deploy,c009,0.49217796325683594,-0.8814754486083984,66
18,4,unpaired_control,c009,-0.7337322235107422,-0.32850074768066406,52
20,4,deploy_to_eval,c009,-0.5236358642578125,-0.32850074768066406,66
20,4,eval_to_deploy,c009,0.5212860107421875,-0.8814754486083984,66
20,4,unpaired_control,c009,-0.7555332183837891,-0.32850074768066406,52
22,4,deploy_to_eval,c009,-0.5557537078857422,-0.32850074768066406,66
22,4,eval_to_deploy,c009,0.5516471862792969,-0.8814754486083984,66
22,4,unpaired_control,c009,-0.7801914215087891,-0.32850074768066406,52
24,4,deploy_to_eval,c009,-0.5545463562011719,-0.32850074768066406,66
24,4,eval_to_deploy,c009,0.5549488067626953,-0.8814754486083984,66
24,4,unpaired_control,c009,-0.7533588409423828,-0.32850074768066406,52
26,4,deploy_to_eval,c009,-0.5655689239501953,-0.32850074768066406,66
26,4,eval_to_deploy,c009,0.5676383972167969,-0.8814754486083984,66
26,4,unpaired_control,c009,-0.7565040588378906,-0.32850074768066406,52
28,4,deploy_to_eval,c009,-0.5714836120605469,-0.32850074768066406,66
28,4,eval_to_deploy,c009,0.57843017578125,-0.8814754486083984,66
28,4,unpaired_control,c009,-0.7426853179931641,-0.32850074768066406,52
30,4,deploy_to_eval,c009,-0.5192432403564453,-0.32850074768066406,66
30,4,eval_to_deploy,c009,0.5307388305664062,-0.8814754486083984,66
30,4,unpaired_control,c009,-0.7085666656494141,-0.32850074768066406,52
31,4,deploy_to_eval,c009,-0.5529747009277344,-0.32850074768066406,66
31,4,eval_to_deploy,c009,0.5529747009277344,-0.8814754486083984,66
31,4,unpaired_control,c009,-0.7620525360107422,-0.32850074768066406,52
0,5,deploy_to_eval,c000,0.02539825439453125,-1.0559940338134766,111
0,5,eval_to_deploy,c000,-0.028833389282226562,-1.0905532836914062,111
0,5,unpaired_control,c000,0.0663909912109375,-1.0559940338134766,74
2,5,deploy_to_eval,c000,-0.06326675415039062,-1.0559940338134766,111
2,5,eval_to_deploy,c000,0.07371902465820312,-1.0905532836914062,111
2,5,unpaired_control,c000,0.1286029815673828,-1.0559940338134766,74
4,5,deploy_to_eval,c000,0.01031494140625,-1.0559940338134766,111
4,5,eval_to_deploy,c000,-0.05792808532714844,-1.0905532836914062,111
4,5,unpaired_control,c000,0.20332908630371094,-1.0559940338134766,74
6,5,deploy_to_eval,c000,0.1582489013671875,-1.0559940338134766,111
6,5,eval_to_deploy,c000,-0.1328277587890625,-1.0905532836914062,111
6,5,unpaired_control,c000,0.37471771240234375,-1.0559940338134766,74
8,5,deploy_to_eval,c000,0.10385513305664062,-1.0559940338134766,111
8,5,eval_to_deploy,c000,-0.08326339721679688,-1.0905532836914062,111
8,5,unpaired_control,c000,0.39654541015625,-1.0559940338134766,74
10,5,deploy_to_eval,c000,-0.24734878540039062,-1.0559940338134766,111
10,5,eval_to_deploy,c000,0.13353729248046875,-1.0905532836914062,111
10,5,unpaired_control,c000,0.20470046997070312,-1.0559940338134766,74
12,5,deploy_to_eval,c000,-0.11037254333496094,-1.0559940338134766,111
12,5,eval_to_deploy,c000,0.04756736755371094,-1.0905532836914062,111
12,5,unpaired_control,c000,0.3473968505859375,-1.0559940338134766,74
14,5,deploy_to_eval,c000,-0.0294342041015625,-1.0559940338134766,111
14,5,eval_to_deploy,c000,0.020463943481445312,-1.0905532836914062,111
14,5,unpaired_control,c000,0.5066013336181641,-1.0559940338134766,74
16,5,deploy_to_eval,c000,-0.06259346008300781,-1.0559940338134766,111
16,5,eval_to_deploy,c000,0.05722999572753906,-1.0905532836914062,111
16,5,unpaired_control,c000,0.49074554443359375,-1.0559940338134766,74
18,5,deploy_to_eval,c000,-0.04244041442871094,-1.0559940338134766,111
18,5,eval_to_deploy,c000,0.052867889404296875,-1.0905532836914062,111
18,5,unpaired_control,c000,0.4860687255859375,-1.0559940338134766,74
20,5,deploy_to_eval,c000,-0.052005767822265625,-1.0559940338134766,111
20,5,eval_to_deploy,c000,0.06070709228515625,-1.0905532836914062,111
20,5,unpaired_control,c000,0.5141029357910156,-1.0559940338134766,74
22,5,deploy_to_eval,c000,-0.05510902404785156,-1.0559940338134766,111
22,5,eval_to_deploy,c000,0.0600128173828125,-1.0905532836914062,111
22,5,unpaired_control,c000,0.532867431640625,-1.0559940338134766,74
24,5,deploy_to_eval,c000,-0.03959846496582031,-1.0559940338134766,111
24,5,eval_to_deploy,c000,0.043048858642578125,-1.0905532836914062,111
24,5,unpaired_control,c000,0.5101985931396484,-1.0559940338134766,74
26,5,deploy_to_eval,c000,-0.039684295654296875,-1.0559940338134766,111
26,5,eval_to_deploy,c000,0.04692840576171875,-1.0905532836914062,111
26,5,unpaired_control,c000,0.5294952392578125,-1.0559940338134766,74
28,5,deploy_to_eval,c000,-0.043102264404296875,-1.0559940338134766,111
28,5,eval_to_deploy,c000,0.04746055603027344,-1.0905532836914062,111
28,5,unpaired_control,c000,0.5505161285400391,-1.0559940338134766,74
30,5,deploy_to_eval,c000,-0.00102996826171875,-1.0559940338134766,111
30,5,eval_to_deploy,c000,0.01364898681640625,-1.0905532836914062,111
30,5,unpaired_control,c000,0.5057411193847656,-1.0559940338134766,74
31,5,deploy_to_eval,c000,-0.03455924987792969,-1.0559940338134766,111
31,5,eval_to_deploy,c000,0.03455924987792969,-1.0905532836914062,111
31,5,unpaired_control,c000,0.5274143218994141,-1.0559940338134766,74
0,6,deploy_to_eval,c013,0.024648666381835938,0.39618682861328125,122
0,6,eval_to_deploy,c013,-0.00104522705078125,-0.5285797119140625,122
0,6,unpaired_control,c013,-0.03268241882324219,0.39618682861328125,52
2,6,deploy_to_eval,c013,0.08271026611328125,0.39618682861328125,122
2,6,eval_to_deploy,c013,-0.024280548095703125,-0.5285797119140625,122
2,6,unpaired_control,c013,0.39328956604003906,0.39618682861328125,52
4,6,deploy_to_eval,c013,-0.010763168334960938,0.39618682861328125,122
4,6,eval_to_deploy,c013,-0.012693405151367188,-0.5285797119140625,122
4,6,unpaired_control,c013,0.2599334716796875,0.39618682861328125,52
6,6,deploy_to_eval,c013,0.12038040161132812,0.39618682861328125,122
6,6,eval_to_deploy,c013,0.04359626770019531,-0.5285797119140625,122
6,6,unpaired_control,c013,0.42797279357910156,0.39618682861328125,52
8,6,deploy_to_eval,c013,0.148651123046875,0.39618682861328125,122
8,6,eval_to_deploy,c013,0.3074836730957031,-0.5285797119140625,122
8,6,unpaired_control,c013,1.0120429992675781,0.39618682861328125,52
10,6,deploy_to_eval,c013,-0.010097503662109375,0.39618682861328125,122
10,6,eval_to_deploy,c013,0.4629020690917969,-0.5285797119140625,122
10,6,unpaired_control,c013,0.5546932220458984,0.39618682861328125,52
12,6,deploy_to_eval,c013,-0.1392498016357422,0.39618682861328125,122
12,6,eval_to_deploy,c013,0.4374980926513672,-0.5285797119140625,122
12,6,unpaired_control,c013,0.16219139099121094,0.39618682861328125,52
14,6,deploy_to_eval,c013,-0.48761940002441406,0.39618682861328125,122
14,6,eval_to_deploy,c013,0.5695228576660156,-0.5285797119140625,122
14,6,unpaired_control,c013,-0.418914794921875,0.39618682861328125,52
16,6,deploy_to_eval,c013,-0.8628787994384766,0.39618682861328125,122
16,6,eval_to_deploy,c013,0.7342929840087891,-0.5285797119140625,122
16,6,unpaired_control,c013,-1.0124187469482422,0.39618682861328125,52
18,6,deploy_to_eval,c013,-0.9083709716796875,0.39618682861328125,122
18,6,eval_to_deploy,c013,0.8068275451660156,-0.5285797119140625,122
18,6,unpaired_control,c013,-1.124216079711914,0.39618682861328125,52
20,6,deploy_to_eval,c013,-0.9453601837158203,0.39618682861328125,122
20,6,eval_to_deploy,c013,0.9165706634521484,-0.5285797119140625,122
20,6,unpaired_control,c013,-1.1983623504638672,0.39618682861328125,52
22,6,deploy_to_eval,c013,-0.9330234527587891,0.39618682861328125,122
22,6,eval_to_deploy,c013,0.9334468841552734,-0.5285797119140625,122
22,6,unpaired_control,c013,-1.2251720428466797,0.39618682861328125,52
24,6,deploy_to_eval,c013,-0.9597339630126953,0.39618682861328125,122
24,6,eval_to_deploy,c013,0.9905872344970703,-0.5285797119140625,122
24,6,unpaired_control,c013,-1.2361488342285156,0.39618682861328125,52
26,6,deploy_to_eval,c013,-0.9489269256591797,0.39618682861328125,122
26,6,eval_to_deploy,c013,0.9752388000488281,-0.5285797119140625,122
26,6,unpaired_control,c013,-1.2512016296386719,0.39618682861328125,52
28,6,deploy_to_eval,c013,-0.9180622100830078,0.39618682861328125,122
28,6,eval_to_deploy,c013,0.9167766571044922,-0.5285797119140625,122
28,6,unpaired_control,c013,-1.2691574096679688,0.39618682861328125,52
30,6,deploy_to_eval,c013,-0.9213218688964844,0.39618682861328125,122
30,6,eval_to_deploy,c013,0.9206905364990234,-0.5285797119140625,122
30,6,unpaired_control,c013,-1.2080402374267578,0.39618682861328125,52
31,6,deploy_to_eval,c013,-0.9247665405273438,0.39618682861328125,122
31,6,eval_to_deploy,c013,0.9247665405273438,-0.5285797119140625,122
31,6,unpaired_control,c013,-1.225555419921875,0.39618682861328125,52
0,7,deploy_to_eval,c049,-0.0025005340576171875,0.45607566833496094,67
0,7,eval_to_deploy,c049,-0.013275146484375,-0.8293685913085938,67
0,7,unpaired_control,c049,-0.027166366577148438,0.45607566833496094,52
2,7,deploy_to_eval,c049,0.32308387756347656,0.45607566833496094,67
2,7,eval_to_deploy,c049,0.010244369506835938,-0.8293685913085938,67
2,7,unpaired_control,c049,0.11434364318847656,0.45607566833496094,52
4,7,deploy_to_eval,c049,0.09557533264160156,0.45607566833496094,67
4,7,eval_to_deploy,c049,0.07113075256347656,-0.8293685913085938,67
4,7,unpaired_control,c049,0.015424728393554688,0.45607566833496094,52
6,7,deploy_to_eval,c049,-0.016630172729492188,0.45607566833496094,67
6,7,eval_to_deploy,c049,0.1270427703857422,-0.8293685913085938,67
6,7,unpaired_control,c049,0.07192802429199219,0.45607566833496094,52
8,7,deploy_to_eval,c049,0.29471588134765625,0.45607566833496094,67
8,7,eval_to_deploy,c049,0.3215503692626953,-0.8293685913085938,67
8,7,unpaired_control,c049,-0.1908416748046875,0.45607566833496094,52
10,7,deploy_to_eval,c049,-0.06069374084472656,0.45607566833496094,67
10,7,eval_to_deploy,c049,0.4832878112792969,-0.8293685913085938,67
10,7,unpaired_control,c049,-1.1593341827392578,0.45607566833496094,52
12,7,deploy_to_eval,c049,-0.173828125,0.45607566833496094,67
12,7,eval_to_deploy,c049,0.36309051513671875,-0.8293685913085938,67
12,7,unpaired_control,c049,-1.300537109375,0.45607566833496094,52
14,7,deploy_to_eval,c049,-0.6448593139648438,0.45607566833496094,67
14,7,eval_to_deploy,c049,0.6408672332763672,-0.8293685913085938,67
