alpha,framing,condition,layer,layer_tag,content_id,belief,delta,kl,entropy
-8.0,deploy,d,4,best,c036,-0.2503509521484375,-0.12463951110839844,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c009,-1.6872901916503906,-0.31244564056396484,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c000,-1.687363624572754,-0.4362335205078125,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c013,-1.0625438690185547,-0.49958133697509766,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c049,-3.499701499938965,-0.18755340576171875,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c058,-2.499741554260254,0.3124675750732422,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c024,-0.562657356262207,-0.49909019470214844,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c042,-1.5626897811889648,-0.43520641326904297,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c047,0.24899005889892578,0.00046825408935546875,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c043,-1.2500696182250977,-0.31191158294677734,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c003,-0.7500371932983398,-0.12380409240722656,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c041,-0.874934196472168,-0.06160259246826172,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c008,-2.2498550415039062,0.062473297119140625,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c045,-1.62493896484375,-0.37429046630859375,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c011,-0.5627565383911133,-0.3110332489013672,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c020,0.3120269775390625,-0.43627166748046875,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c044,-1.1873912811279297,-0.43529605865478516,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c016,-0.8750181198120117,-0.6246232986450195,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c056,-0.43764495849609375,-0.18732547760009766,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c025,-1.2503528594970703,-0.3724803924560547,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c029,-1.4374589920043945,-0.0625152587890625,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c014,-1.7485980987548828,-0.7452287673950195,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c002,-1.499894142150879,-0.24936580657958984,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c023,-0.9376716613769531,-0.49729061126708984,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c046,-0.9373188018798828,-0.12456989288330078,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c022,-1.1250925064086914,-0.18656349182128906,0.02691396325826645,0.6529683470726013
-8.0,deploy,d,4,best,c050,-1.1248559951782227,-0.3115043640136719,0.02691396325826645,0.6529683470726013
-8.0,eval,random,4,best,c006,0.08242511749267578,-0.229217529296875,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c017,0.3746681213378906,0.06234455108642578,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c039,-0.812488873799642,-0.12499936421712243,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c036,0.2081324259440104,-0.0416091283162435,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c009,-1.854087511698405,-0.3541762034098308,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c000,0.27034568786621094,0.020776748657226562,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c013,1.977312723795573,-0.02101357777913404,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c049,1.228745460510254,-0.020951271057128906,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c058,-0.24998855590820312,8.7738037109375e-05,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c024,1.2897135416666667,0.04145781199137377,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c042,0.061844825744628906,0.062455177307128906,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c047,0.977258046468099,-0.08353773752848304,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c043,0.853229840596517,-0.2084547678629557,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c003,-0.08385848999023438,0.16692256927490234,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c041,0.4996277491251628,-0.250094731648763,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c008,-0.9790341059366862,-0.04175535837809241,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c045,2.684894561767578,-0.2499246597290039,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c011,-0.16703033447265625,0.14584064483642578,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c020,2.4349870681762695,-0.12519073486328125,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c044,2.393644332885742,-0.22913551330566406,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c016,-0.08373228708902995,0.04186185201009114,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c056,0.7080268859863281,-0.10414981842041016,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c025,1.060947100321452,0.25052706400553393,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c029,-0.4375282923380534,-0.12499109903971356,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c014,0.3118683497111003,-0.06233628590901691,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c002,0.04141362508138021,0.04174455006917318,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c023,0.39554468790690106,-0.10388310750325519,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c046,0.5831209818522135,0.14590231577555335,0.05128385250767072,0.7931501666704813
