layer,region,source,content_id,pair,delta,a,b
12,task,paired,c043,21,-0.2501506805419922,108,46
12,full,sameclass,c043,21,1.6243247985839844,109,0
12,readout,sameclass,c043,21,1.6243324279785156,46,0
12,task,sameclass,c043,21,-0.7503223419189453,109,46
12,full,unpaired,c043,21,-0.1256561279296875,79,0
12,readout,unpaired,c043,21,-0.000438690185546875,46,0
12,task,unpaired,c043,21,0.24968719482421875,79,46
12,full,unpaired_eval,c043,21,1.8743362426757812,79,0
12,readout,unpaired_eval,c043,21,1.6243171691894531,46,0
12,task,unpaired_eval,c043,21,-0.12554168701171875,79,46
26,full,paired,c043,21,-3.8756332397460938,108,0
26,readout,paired,c043,21,-3.8756332397460938,46,0
26,task,paired,c043,21,-0.12499237060546875,108,46
26,full,sameclass,c043,21,-1.750579833984375,109,0
26,readout,sameclass,c043,21,-1.8755474090576172,46,0
26,task,sameclass,c043,21,-0.125,109,46
26,full,unpaired,c043,21,-3.125528335571289,79,0
26,readout,unpaired,c043,21,-3.1255359649658203,46,0
26,task,unpaired,c043,21,-0.12499237060546875,79,46
26,full,unpaired_eval,c043,21,3.6243114471435547,79,0
26,readout,unpaired_eval,c043,21,3.6243114471435547,46,0
26,task,unpaired_eval,c043,21,0.0,79,46
12,full,paired,c044,22,-1.6249637603759766,128,0
12,readout,paired,c044,22,-0.8749732971191406,46,0
12,task,paired,c044,22,-1.4999580383300781,128,46
12,full,sameclass,c044,22,-1.124969482421875,131,0
12,readout,sameclass,c044,22,-0.49994468688964844,46,0
12,task,sameclass,c044,22,-1.3749523162841797,131,46
12,full,unpaired,c044,22,-1.6250152587890625,79,0
12,readout,unpaired,c044,22,-2.000019073486328,46,0
12,task,unpaired,c044,22,-0.7499675750732422,79,46
12,full,unpaired_eval,c044,22,-1.52587890625e-05,79,0
12,readout,unpaired_eval,c044,22,-0.3750114440917969,46,0
12,task,unpaired_eval,c044,22,-0.9999713897705078,79,46
26,full,paired,c044,22,-6.624851226806641,128,0
26,readout,paired,c044,22,-6.749820709228516,46,0
26,task,paired,c044,22,0.0,128,46
26,full,sameclass,c044,22,-3.374980926513672,131,0
26,readout,sameclass,c044,22,-3.2499847412109375,46,0
26,task,sameclass,c044,22,0.125,131,46
26,full,unpaired,c044,22,-7.999990463256836,79,0
26,readout,unpaired,c044,22,-7.999990463256836,46,0
26,task,unpaired,c044,22,0.0,79,46
26,full,unpaired_eval,c044,22,-0.8750114440917969,79,0
26,readout,unpaired_eval,c044,22,-0.8750114440917969,46,0
26,task,unpaired_eval,c044,22,0.12499618530273438,79,46
12,full,paired,c045,23,-1.375,108,0
12,readout,paired,c045,23,-1.7499980926513672,46,0
12,task,paired,c045,23,-0.24998855590820312,108,46
12,full,sameclass,c045,23,-1.2499828338623047,109,0
12,readout,sameclass,c045,23,-1.3749713897705078,46,0
12,task,sameclass,c045,23,-1.0000038146972656,109,46
12,full,unpaired,c045,23,0.6254520416259766,79,0
12,readout,unpaired,c045,23,-0.12481689453125,46,0
12,task,unpaired,c045,23,0.25,79,46
12,full,unpaired_eval,c045,23,-0.375,59,0
12,readout,unpaired_eval,c045,23,-1.1249866485595703,46,0
12,task,unpaired_eval,c045,23,0.12500381469726562,59,46
26,full,paired,c045,23,-6.999979019165039,108,0
26,readout,paired,c045,23,-6.999979019165039,46,0
26,task,paired,c045,23,0.0,108,46
26,full,sameclass,c045,23,-3.999950408935547,109,0
26,readout,sameclass,c045,23,-3.874950408935547,46,0
26,task,sameclass,c045,23,-0.25,109,46
26,full,unpaired,c045,23,-4.624408721923828,79,0
26,readout,unpaired,c045,23,-4.124542236328125,46,0
26,task,unpaired,c045,23,-0.25,79,46
26,full,unpaired_eval,c045,23,-3.6249427795410156,59,0
26,readout,unpaired_eval,c045,23,-3.624940872192383,46,0
26,task,unpaired_eval,c045,23,-0.125,59,46
12,full,paired,c046,24,1.1252422332763672,59,0
12,readout,paired,c046,24,0.8753681182861328,46,0
12,task,paired,c046,24,0.0,59,46
12,full,sameclass,c046,24,-0.7465724945068359,59,0
12,readout,sameclass,c046,24,-0.37374114990234375,46,0
12,task,sameclass,c046,24,-0.7500019073486328,59,46
12,full,unpaired,c046,24,-0.3750419616699219,59,0
12,readout,unpaired,c046,24,-0.2500476837158203,46,0
12,task,unpaired,c046,24,-2.6702880859375e-05,59,46
12,full,unpaired_eval,c046,24,-0.6250476837158203,59,0
12,readout,unpaired_eval,c046,24,-0.5000534057617188,46,0
12,task,unpaired_eval,c046,24,-1.71661376953125e-05,59,46
26,full,paired,c046,24,-1.1244659423828125,59,0
26,readout,paired,c046,24,-0.7494926452636719,46,0
26,task,paired,c046,24,-7.62939453125e-06,59,46
26,full,sameclass,c046,24,-0.49546241760253906,59,0
26,readout,sameclass,c046,24,-0.6196746826171875,46,0
26,task,sameclass,c046,24,-5.7220458984375e-06,59,46
26,full,unpaired,c046,24,-2.7500267028808594,59,0
26,readout,unpaired,c046,24,-2.7500152587890625,46,0
26,task,unpaired,c046,24,0.12498283386230469,59,46
26,full,unpaired_eval,c046,24,-1.8750438690185547,59,0
26,readout,unpaired_eval,c046,24,-2.0000343322753906,46,0
26,task,unpaired_eval,c046,24,0.2499828338623047,59,46
12,full,paired,c047,25,0.9999980926513672,128,0
12,readout,paired,c047,25,1.2500495910644531,46,0
12,task,paired,c047,25,-0.37497901916503906,128,46
12,full,sameclass,c047,25,0.6250572204589844,130,0
12,readout,sameclass,c047,25,0.2500457763671875,46,0
12,task,sameclass,c047,25,0.6249809265136719,130,46
12,full,unpaired,c047,25,-1.4999637603759766,59,0
12,readout,unpaired,c047,25,8.96453857421875e-05,46,0
12,task,unpaired,c047,25,-0.6249637603759766,59,46
12,full,unpaired_eval,c047,25,-2.6249961853027344,59,0
12,readout,unpaired_eval,c047,25,-1.7499542236328125,46,0
12,task,unpaired_eval,c047,25,-0.49999427795410156,59,46
26,full,paired,c047,25,-0.8749732971191406,128,0
26,readout,paired,c047,25,-0.6249885559082031,46,0
26,task,paired,c047,25,0.12499809265136719,128,46
26,full,sameclass,c047,25,0.7500934600830078,130,0
26,readout,sameclass,c047,25,0.7500801086425781,46,0
26,task,sameclass,c047,25,0.24999618530273438,130,46
26,full,unpaired,c047,25,-5.3750152587890625,59,0
26,readout,unpaired,c047,25,-5.2500152587890625,46,0
26,task,unpaired,c047,25,0.12499618530273438,59,46
26,full,unpaired_eval,c047,25,3.4999732971191406,59,0
26,readout,unpaired_eval,c047,25,3.3749732971191406,46,0
26,task,unpaired_eval,c047,25,0.12499618530273438,59,46
12,full,paired,c049,26,0.0,73,0
12,readout,paired,c049,26,3.814697265625e-06,46,0
12,task,paired,c049,26,0.375,73,46
12,full,sameclass,c049,26,-1.75,74,0
12,readout,sameclass,c049,26,-2.125,46,0
12,task,sameclass,c049,26,-0.25,74,46
12,full,unpaired,c049,26,3.375,59,0
12,readout,unpaired,c049,26,2.75,46,0
12,task,unpaired,c049,26,1.25,59,46
12,full,unpaired_eval,c049,26,2.0000038146972656,59,0
12,readout,unpaired_eval,c049,26,2.0,46,0
12,task,unpaired_eval,c049,26,1.25,59,46
26,full,paired,c049,26,-9.124982833862305,73,0
26,readout,paired,c049,26,-8.999988555908203,46,0
26,task,paired,c049,26,-0.125,73,46
26,full,sameclass,c049,26,-9.249992370605469,74,0
26,readout,sameclass,c049,26,-9.249992370605469,46,0
26,task,sameclass,c049,26,-0.25,74,46
26,full,unpaired,c049,26,-2.874979019165039,59,0
26,readout,unpaired,c049,26,-2.7499828338623047,46,0
26,task,unpaired,c049,26,-0.5,59,46
26,full,unpaired_eval,c049,26,-3.2498779296875,59,0
26,readout,unpaired_eval,c049,26,-2.9998912811279297,46,0
26,task,unpaired_eval,c049,26,-0.5,59,46
12,full,paired,c050,27,0.7498626708984375,142,0
12,readout,paired,c050,27,1.1248550415039062,46,0
12,task,paired,c050,27,0.124969482421875,142,46
12,full,sameclass,c050,27,1.7498588562011719,142,0
12,readout,sameclass,c050,27,1.2498664855957031,46,0
12,task,sameclass,c050,27,0.2500762939453125,142,46
12,full,unpaired,c050,27,1.1251029968261719,79,0
12,readout,unpaired,c050,27,1.7499523162841797,46,0
12,task,unpaired,c050,27,0.0001392364501953125,79,46
12,full,unpaired_eval,c050,27,1.875,59,0
12,readout,unpaired_eval,c050,27,2.624919891357422,46,0
12,task,unpaired_eval,c050,27,-0.3750572204589844,59,46
26,full,paired,c050,27,0.37486839294433594,142,0
26,readout,paired,c050,27,0.3748645782470703,46,0
26,task,paired,c050,27,1.9073486328125e-06,142,46
26,full,sameclass,c050,27,1.7498588562011719,142,0
26,readout,sameclass,c050,27,1.8748588562011719,46,0
26,task,sameclass,c050,27,3.814697265625e-06,142,46
26,full,unpaired,c050,27,0.8749103546142578,79,0
26,readout,unpaired,c050,27,0.8749198913574219,46,0
26,task,unpaired,c050,27,0.0,79,46
26,full,unpaired_eval,c050,27,1.1250286102294922,59,0
26,readout,unpaired_eval,c050,27,1.3749885559082031,46,0
26,task,unpaired_eval,c050,27,1.9073486328125e-06,59,46
12,full,paired,c056,28,-1.0000839233398438,59,0
12,readout,paired,c056,28,-0.7498970031738281,46,0
12,task,paired,c056,28,-7.2479248046875e-05,59,46
12,full,sameclass,c056,28,-1.1244182586669922,59,0
12,readout,sameclass,c056,28,-1.4995002746582031,46,0
12,task,sameclass,c056,28,0.2499370574951172,59,46
12,full,unpaired,c056,28,0.12493705749511719,59,0
12,readout,unpaired,c056,28,-1.0000152587890625,46,0
12,task,unpaired,c056,28,1.2498855590820312,59,46
12,full,unpaired_eval,c056,28,-1.3751296997070312,59,0
12,readout,unpaired_eval,c056,28,-1.8750801086425781,46,0
12,task,unpaired_eval,c056,28,0.24996566772460938,59,46
26,full,paired,c056,28,-0.3750953674316406,59,0
26,readout,paired,c056,28,-0.5000953674316406,46,0
26,task,paired,c056,28,0.2499828338623047,59,46
26,full,sameclass,c056,28,-0.12246131896972656,59,0
26,readout,sameclass,c056,28,0.002166748046875,46,0
26,task,sameclass,c056,28,0.12498283386230469,59,46
26,full,unpaired,c056,28,-8.875160217285156,59,0
26,readout,unpaired,c056,28,-8.500152587890625,46,0
26,task,unpaired,c056,28,0.2499675750732422,59,46
26,full,unpaired_eval,c056,28,-0.25016021728515625,59,0
26,readout,unpaired_eval,c056,28,-0.7501602172851562,46,0
26,task,unpaired_eval,c056,28,0.3749675750732422,59,46
12,full,paired,c058,29,-3.4999923706054688,59,0
12,readout,paired,c058,29,-1.8749885559082031,46,0
12,task,paired,c058,29,-1.5,59,46
12,full,sameclass,c058,29,1.625,59,0
12,readout,sameclass,c058,29,1.5000038146972656,46,0
12,task,sameclass,c058,29,-1.0,59,46
12,full,unpaired,c058,29,1.3750076293945312,59,0
12,readout,unpaired,c058,29,1.1250038146972656,46,0
12,task,unpaired,c058,29,0.0,59,46
12,full,unpaired_eval,c058,29,2.0000038146972656,59,0
12,readout,unpaired_eval,c058,29,2.1250038146972656,46,0
12,task,unpaired_eval,c058,29,0.625,59,46
26,full,paired,c058,29,-8.499996185302734,59,0
26,readout,paired,c058,29,-8.749992370605469,46,0
26,task,paired,c058,29,-0.125,59,46
26,full,sameclass,c058,29,-0.9999961853027344,59,0
26,readout,sameclass,c058,29,-0.7499961853027344,46,0
26,task,sameclass,c058,29,0.0,59,46
26,full,unpaired,c058,29,-1.7499446868896484,59,0
26,readout,unpaired,c058,29,-1.4999618530273438,46,0
26,task,unpaired,c058,29,-0.4999961853027344,59,46
26,full,unpaired_eval,c058,29,1.5001449584960938,59,0
26,readout,unpaired_eval,c058,29,1.750112533569336,46,0
26,task,unpaired_eval,c058,29,-0.4999961853027344,59,46
