layer,region,source,content_id,pair,delta,a,b
12,full,sameclass,c006,3,-0.3749732971191406,125,0
12,readout,sameclass,c006,3,-0.12485885620117188,46,0
12,task,sameclass,c006,3,0.5000057220458984,125,46
12,full,unpaired,c006,3,-2.125030517578125,59,0
12,readout,unpaired,c006,3,-0.5000324249267578,46,0
12,task,unpaired,c006,3,-1.250030517578125,59,46
12,full,unpaired_eval,c006,3,-0.37504005432128906,59,0
12,readout,unpaired_eval,c006,3,-0.12504005432128906,46,0
12,task,unpaired_eval,c006,3,0.6249675750732422,59,46
26,full,paired,c006,3,-3.7499256134033203,123,0
26,readout,paired,c006,3,-3.624937057495117,46,0
26,task,paired,c006,3,0.0,123,46
26,full,sameclass,c006,3,-0.37494468688964844,125,0
26,readout,sameclass,c006,3,-0.49991416931152344,46,0
26,task,sameclass,c006,3,0.0,125,46
26,full,unpaired,c006,3,-2.750040054321289,59,0
26,readout,unpaired,c006,3,-2.500040054321289,46,0
26,task,unpaired,c006,3,0.24999618530273438,59,46
26,full,unpaired_eval,c006,3,0.2499561309814453,59,0
26,readout,unpaired_eval,c006,3,-0.2500438690185547,46,0
26,task,unpaired_eval,c006,3,0.125,59,46
12,full,paired,c008,4,-1.875,73,0
12,readout,paired,c008,4,-2.75,46,0
12,task,paired,c008,4,-0.25,73,46
12,full,sameclass,c008,4,-2.4999923706054688,73,0
12,readout,sameclass,c008,4,-2.9999961853027344,46,0
12,task,sameclass,c008,4,0.5,73,46
12,full,unpaired,c008,4,-4.749992370605469,60,0
12,readout,unpaired,c008,4,-3.999988555908203,46,0
12,task,unpaired,c008,4,-0.25,60,46
12,full,unpaired_eval,c008,4,-3.4999866485595703,60,0
12,readout,unpaired_eval,c008,4,-3.2499866485595703,46,0
12,task,unpaired_eval,c008,4,-0.75,60,46
26,full,paired,c008,4,-2.7499961853027344,73,0
26,readout,paired,c008,4,-2.4999961853027344,46,0
26,task,paired,c008,4,-0.125,73,46
26,full,sameclass,c008,4,-1.8749866485595703,73,0
26,readout,sameclass,c008,4,-1.7499847412109375,46,0
26,task,sameclass,c008,4,-0.125,73,46
26,full,unpaired,c008,4,-7.249988555908203,60,0
26,readout,unpaired,c008,4,-7.499988555908203,46,0
26,task,unpaired,c008,4,-0.25,60,46
26,full,unpaired_eval,c008,4,-2.874979019165039,60,0
26,readout,unpaired_eval,c008,4,-2.6249828338623047,46,0
26,task,unpaired_eval,c008,4,-0.125,60,46
12,full,paired,c009,5,-2.874998092651367,72,0
12,readout,paired,c009,5,-2.6249828338623047,46,0
12,task,paired,c009,5,-0.6249942779541016,72,46
12,full,sameclass,c009,5,2.8749942779541016,73,0
12,readout,sameclass,c009,5,2.125009536743164,46,0
12,task,sameclass,c009,5,0.12499427795410156,73,46
12,full,unpaired,c009,5,2.6249828338623047,59,0
12,readout,unpaired,c009,5,2.2499828338623047,46,0
12,task,unpaired,c009,5,-9.5367431640625e-06,59,46
12,full,unpaired_eval,c009,5,1.8749828338623047,59,0
12,readout,unpaired_eval,c009,5,2.9999866485595703,46,0
12,task,unpaired_eval,c009,5,-0.12500572204589844,59,46
26,full,paired,c009,5,-4.625005722045898,72,0
26,readout,paired,c009,5,-4.874998092651367,46,0
26,task,paired,c009,5,-0.12499618530273438,72,46
26,full,sameclass,c009,5,-3.814697265625e-06,73,0
26,readout,sameclass,c009,5,-3.814697265625e-06,46,0
26,task,sameclass,c009,5,0.0,73,46
26,full,unpaired,c009,5,0.24999427795410156,59,0
26,readout,unpaired,c009,5,0.24999427795410156,46,0
26,task,unpaired,c009,5,0.0,59,46
26,full,unpaired_eval,c009,5,2.0000076293945312,59,0
26,readout,unpaired_eval,c009,5,1.8750076293945312,46,0
26,task,unpaired_eval,c009,5,-0.12499618530273438,59,46
12,full,paired,c011,6,0.2499866485595703,124,0
12,readout,paired,c011,6,0.12498283386230469,46,0
12,task,paired,c011,6,-0.1250133514404297,124,46
12,full,sameclass,c011,6,0.37497901916503906,125,0
12,readout,sameclass,c011,6,0.4999828338623047,46,0
12,task,sameclass,c011,6,1.249979019165039,125,46
12,full,unpaired,c011,6,1.0000782012939453,79,0
12,readout,unpaired,c011,6,1.0000648498535156,46,0
12,task,unpaired,c011,6,0.24997901916503906,79,46
12,full,unpaired_eval,c011,6,1.7499866485595703,79,0
12,readout,unpaired_eval,c011,6,1.3750190734863281,46,0
12,task,unpaired_eval,c011,6,0.3749961853027344,79,46
26,full,paired,c011,6,-1.6250133514404297,124,0
26,readout,paired,c011,6,-1.3750171661376953,46,0
26,task,paired,c011,6,0.125,124,46
26,full,sameclass,c011,6,-0.8750133514404297,125,0
26,readout,sameclass,c011,6,-0.7500133514404297,46,0
26,task,sameclass,c011,6,-0.12499237060546875,125,46
26,full,unpaired,c011,6,-1.1249828338623047,79,0
26,readout,unpaired,c011,6,-1.1249828338623047,46,0
26,task,unpaired,c011,6,0.125,79,46
26,full,unpaired_eval,c011,6,2.4999828338623047,79,0
26,readout,unpaired_eval,c011,6,2.6249828338623047,46,0
26,task,unpaired_eval,c011,6,0.0,79,46
12,full,paired,c013,7,0.6250076293945312,122,0
12,readout,paired,c013,7,0.12502479553222656,46,0
12,task,paired,c013,7,0.125,122,46
12,full,sameclass,c013,7,-0.37499237060546875,122,0
12,readout,sameclass,c013,7,3.814697265625e-06,46,0
12,task,sameclass,c013,7,0.3750038146972656,122,46
12,full,unpaired,c013,7,-1.2499923706054688,79,0
12,readout,unpaired,c013,7,-1.1249961853027344,46,0
12,task,unpaired,c013,7,0.0,79,46
12,full,unpaired_eval,c013,7,-1.3749561309814453,59,0
12,readout,unpaired_eval,c013,7,-1.9999122619628906,46,0
12,task,unpaired_eval,c013,7,0.6250038146972656,59,46
26,full,paired,c013,7,-3.6249656677246094,122,0
26,readout,paired,c013,7,-3.6249656677246094,46,0
26,task,paired,c013,7,0.0,122,46
26,full,sameclass,c013,7,-2.499967575073242,122,0
26,readout,sameclass,c013,7,-2.499969482421875,46,0
26,task,sameclass,c013,7,0.0,122,46
26,full,unpaired,c013,7,-5.875,79,0
26,readout,unpaired,c013,7,-5.75,46,0
26,task,unpaired,c013,7,0.0,79,46
26,full,unpaired_eval,c013,7,-3.999095916748047,59,0
26,readout,unpaired_eval,c013,7,-3.999095916748047,46,0
26,task,unpaired_eval,c013,7,0.24999618530273438,59,46
12,full,paired,c014,8,-1.2503719329833984,59,0
12,readout,paired,c014,8,-1.8748893737792969,46,0
12,task,paired,c014,8,-0.12459945678710938,59,46
12,full,sameclass,c014,8,-1.3746089935302734,59,0
12,readout,sameclass,c014,8,-1.6246013641357422,46,0
12,task,sameclass,c014,8,-0.3744220733642578,59,46
12,full,unpaired,c014,8,-1.1250228881835938,59,0
12,readout,unpaired,c014,8,-1.6240158081054688,46,0
12,task,unpaired,c014,8,-0.5000019073486328,59,46
12,full,unpaired_eval,c014,8,0.3745708465576172,59,0
12,readout,unpaired_eval,c014,8,0.6251106262207031,46,0
12,task,unpaired_eval,c014,8,-0.6244144439697266,59,46
26,full,paired,c014,8,-1.750905990600586,59,0
26,readout,paired,c014,8,-2.000905990600586,46,0
26,task,paired,c014,8,0.0,59,46
26,full,sameclass,c014,8,-0.6259021759033203,59,0
26,readout,sameclass,c014,8,-0.5009021759033203,46,0
26,task,sameclass,c014,8,-0.0001068115234375,59,46
26,full,unpaired,c014,8,-0.3758983612060547,59,0
26,readout,unpaired,c014,8,-0.3758983612060547,46,0
26,task,unpaired,c014,8,-0.0001068115234375,59,46
26,full,unpaired_eval,c014,8,2.624094009399414,59,0
26,readout,unpaired_eval,c014,8,2.4990978240966797,46,0
26,task,unpaired_eval,c014,8,0.0,59,46
12,full,paired,c016,9,-1.2499866485595703,112,0
12,readout,paired,c016,9,-1.874969482421875,46,0
12,task,paired,c016,9,-0.6249828338623047,112,46
12,full,sameclass,c016,9,1.000020980834961,112,0
12,readout,sameclass,c016,9,9.1552734375e-05,46,0
12,task,sameclass,c016,9,0.3749961853027344,112,46
12,full,unpaired,c016,9,-0.3750038146972656,79,0
12,readout,unpaired,c016,9,-0.25000762939453125,46,0
12,task,unpaired,c016,9,-0.2500038146972656,79,46
12,full,unpaired_eval,c016,9,0.24999618530273438,79,0
12,readout,unpaired_eval,c016,9,0.37499237060546875,46,0
12,task,unpaired_eval,c016,9,-0.3749961853027344,79,46
26,full,paired,c016,9,-2.749998092651367,112,0
26,readout,paired,c016,9,-2.7499942779541016,46,0
26,task,paired,c016,9,0.0,112,46
26,full,sameclass,c016,9,0.2500171661376953,112,0
26,readout,sameclass,c016,9,0.37502098083496094,46,0
26,task,sameclass,c016,9,-3.814697265625e-06,112,46
26,full,unpaired,c016,9,-2.0,79,0
26,readout,unpaired,c016,9,-2.1250038146972656,46,0
26,task,unpaired,c016,9,0.12499618530273438,79,46
26,full,unpaired_eval,c016,9,0.6250038146972656,79,0
26,readout,unpaired_eval,c016,9,0.3750114440917969,46,0
26,task,unpaired_eval,c016,9,0.0,79,46
12,full,paired,c017,10,-0.2500190734863281,142,0
12,readout,paired,c017,10,-1.1250152587890625,46,0
12,task,paired,c017,10,0.9999847412109375,142,46
12,full,sameclass,c017,10,-1.2500019073486328,144,0
12,readout,sameclass,c017,10,-1.0000038146972656,46,0
12,task,sameclass,c017,10,-0.2500190734863281,144,46
12,full,unpaired,c017,10,-0.7499713897705078,79,0
12,readout,unpaired,c017,10,-0.7499561309814453,46,0
12,task,unpaired,c017,10,-1.52587890625e-05,79,46
12,full,unpaired_eval,c017,10,-0.8749732971191406,59,0
12,readout,unpaired_eval,c017,10,-1.2499828338623047,46,0
12,task,unpaired_eval,c017,10,0.8749847412109375,59,46
26,full,paired,c017,10,-2.500011444091797,142,0
26,readout,paired,c017,10,-2.2500152587890625,46,0
26,task,paired,c017,10,0.12499618530273438,142,46
26,full,sameclass,c017,10,-2.125001907348633,144,0
26,readout,sameclass,c017,10,-2.125001907348633,46,0
26,task,sameclass,c017,10,0.12499618530273438,144,46
26,full,unpaired,c017,10,-3.1244449615478516,79,0
26,readout,unpaired,c017,10,-2.999479293823242,46,0
26,task,unpaired,c017,10,-3.814697265625e-06,79,46
26,full,unpaired_eval,c017,10,-3.2475719451904297,59,0
26,readout,unpaired_eval,c017,10,-3.123119354248047,46,0
26,task,unpaired_eval,c017,10,-1.9073486328125e-06,59,46
12,full,paired,c020,11,0.25190162658691406,59,0
12,readout,paired,c020,11,-0.24462127685546875,46,0
12,task,paired,c020,11,-0.37522125244140625,59,46
12,full,sameclass,c020,11,3.505228042602539,59,0
12,readout,sameclass,c020,11,2.378101348876953,46,0
12,task,sameclass,c020,11,-0.12337112426757812,59,46
12,full,unpaired,c020,11,1.378438949584961,59,0
12,readout,unpaired,c020,11,0.6399326324462891,46,0
12,task,unpaired,c020,11,0.1244049072265625,59,46
12,full,unpaired_eval,c020,11,2.0047435760498047,59,0
12,readout,unpaired_eval,c020,11,1.7543888092041016,46,0
12,task,unpaired_eval,c020,11,-0.2500114440917969,59,46
26,full,paired,c020,11,-0.001392364501953125,59,0
26,readout,paired,c020,11,-0.001323699951171875,46,0
26,task,paired,c020,11,-0.12474250793457031,59,46
26,full,sameclass,c020,11,4.998102188110352,59,0
26,readout,sameclass,c020,11,5.123102188110352,46,0
26,task,sameclass,c020,11,-0.12474441528320312,59,46
26,full,unpaired,c020,11,1.7483844757080078,59,0
26,readout,unpaired,c020,11,1.7483863830566406,46,0
26,task,unpaired,c020,11,0.0,59,46
26,full,unpaired_eval,c020,11,4.123258590698242,59,0
26,readout,unpaired_eval,c020,11,4.373239517211914,46,0
26,task,unpaired_eval,c020,11,-0.12445640563964844,59,46
12,full,paired,c022,12,-0.8749370574951172,106,0
12,readout,paired,c022,12,-0.7498741149902344,46,0
12,task,paired,c022,12,-0.12499809265136719,106,46
12,full,sameclass,c022,12,-1.3751411437988281,107,0
12,readout,sameclass,c022,12,-1.1250801086425781,46,0
12,task,sameclass,c022,12,0.12489891052246094,107,46
12,full,unpaired,c022,12,-2.3751163482666016,79,0
12,readout,unpaired,c022,12,-2.000112533569336,46,0
12,task,unpaired,c022,12,-3.4332275390625e-05,79,46
12,full,unpaired_eval,c022,12,0.24991416931152344,79,0
12,readout,unpaired_eval,c022,12,0.1249847412109375,46,0
12,task,unpaired_eval,c022,12,0.3750419616699219,79,46
26,full,paired,c022,12,-2.3748741149902344,106,0
26,readout,paired,c022,12,-2.374876022338867,46,0
26,task,paired,c022,12,1.9073486328125e-06,106,46
26,full,sameclass,c022,12,-3.6250839233398438,107,0
26,readout,sameclass,c022,12,-3.6250839233398438,46,0
26,task,sameclass,c022,12,0.0,107,46
26,full,unpaired,c022,12,-5.375062942504883,79,0
26,readout,unpaired,c022,12,-5.375066757202148,46,0
26,task,unpaired,c022,12,0.0,79,46
26,full,unpaired_eval,c022,12,-3.5000686645507812,79,0
26,readout,unpaired_eval,c022,12,-3.75006103515625,46,0
26,task,unpaired_eval,c022,12,2.47955322265625e-05,79,46
12,full,paired,c023,13,-1.2500476837158203,100,0
12,readout,paired,c023,13,-1.2500267028808594,46,0
12,task,paired,c023,13,-0.2500591278076172,100,46
12,full,sameclass,c023,13,0.12507057189941406,101,0
12,readout,sameclass,c023,13,0.0006046295166015625,46,0
12,task,sameclass,c023,13,0.6249637603759766,101,46
12,full,unpaired,c023,13,-0.5000457763671875,79,0
12,readout,unpaired,c023,13,0.12493705749511719,46,0
12,task,unpaired,c023,13,-0.7500476837158203,79,46
12,full,unpaired_eval,c023,13,-0.24993896484375,79,0
12,readout,unpaired_eval,c023,13,-0.24952316284179688,46,0
12,task,unpaired_eval,c023,13,-0.7500267028808594,79,46
26,full,paired,c023,13,-1.8750076293945312,100,0
26,readout,paired,c023,13,-1.7500267028808594,46,0
26,task,paired,c023,13,-1.9073486328125e-06,100,46
26,full,sameclass,c023,13,1.0001544952392578,101,0
26,readout,sameclass,c023,13,1.1250972747802734,46,0
26,task,sameclass,c023,13,-0.1250019073486328,101,46
26,full,unpaired,c023,13,-1.250051498413086,79,0
26,readout,unpaired,c023,13,-1.0000553131103516,46,0
26,task,unpaired,c023,13,-0.12500381469726562,79,46
26,full,unpaired_eval,c023,13,-1.6249523162841797,79,0
26,readout,unpaired_eval,c023,13,-1.6249504089355469,46,0
26,task,unpaired_eval,c023,13,-0.12499046325683594,79,46
12,full,paired,c024,14,0.4999065399169922,116,0
12,readout,paired,c024,14,0.7498779296875,46,0
12,task,paired,c024,14,-1.1250839233398438,116,46
12,full,sameclass,c024,14,-0.99957275390625,117,0
12,readout,sameclass,c024,14,-1.6245899200439453,46,0
12,task,sameclass,c024,14,1.9073486328125e-05,117,46
12,full,unpaired,c024,14,-3.4332275390625e-05,79,0
12,readout,unpaired,c024,14,-0.2499523162841797,46,0
12,task,unpaired,c024,14,-0.7501106262207031,79,46
12,full,unpaired_eval,c024,14,0.12549209594726562,79,0
12,readout,unpaired_eval,c024,14,-0.12433242797851562,46,0
12,task,unpaired_eval,c024,14,-0.25005340576171875,79,46
26,full,paired,c024,14,0.3749065399169922,116,0
26,readout,paired,c024,14,0.3749065399169922,46,0
26,task,paired,c024,14,0.12501907348632812,116,46
26,full,sameclass,c024,14,-0.12475013732910156,117,0
26,readout,sameclass,c024,14,-0.12475204467773438,46,0
26,task,sameclass,c024,14,2.09808349609375e-05,117,46
26,full,unpaired,c024,14,1.8748970031738281,79,0
26,readout,unpaired,c024,14,1.4999065399169922,46,0
26,task,unpaired,c024,14,0.2499828338623047,79,46
26,full,unpaired_eval,c024,14,0.37573814392089844,79,0
26,readout,unpaired_eval,c024,14,0.25072669982910156,46,0
26,task,unpaired_eval,c024,14,0.1250019073486328,79,46
12,full,paired,c025,15,0.3740501403808594,111,0
12,readout,paired,c025,15,0.6240329742431641,46,0
12,task,paired,c025,15,-0.5008373260498047,111,46
12,full,sameclass,c025,15,2.375102996826172,113,0
12,readout,sameclass,c025,15,1.000223159790039,46,0
12,task,sameclass,c025,15,2.124479293823242,113,46
12,full,unpaired,c025,15,0.9989891052246094,59,0
12,readout,unpaired,c025,15,1.623992919921875,46,0
12,task,unpaired,c025,15,0.12409400939941406,59,46
12,full,unpaired_eval,c025,15,0.4991626739501953,59,0
12,readout,unpaired_eval,c025,15,-0.3755645751953125,46,0
12,task,unpaired_eval,c025,15,0.9991226196289062,59,46
26,full,paired,c025,15,1.4990215301513672,111,0
26,readout,paired,c025,15,1.4990196228027344,46,0
26,task,paired,c025,15,0.12487983703613281,111,46
26,full,sameclass,c025,15,4.000555038452148,113,0
26,readout,sameclass,c025,15,4.000555038452148,46,0
26,task,sameclass,c025,15,0.0,113,46
26,full,unpaired,c025,15,-2.376018524169922,59,0
26,readout,unpaired,c025,15,-2.626018524169922,46,0
26,task,unpaired,c025,15,0.2498798370361328,59,46
26,full,unpaired_eval,c025,15,1.8739948272705078,59,0
26,readout,unpaired_eval,c025,15,1.7489986419677734,46,0
26,task,unpaired_eval,c025,15,0.2497577667236328,59,46
12,full,paired,c029,16,-0.8750076293945312,72,0
12,readout,paired,c029,16,1.1249961853027344,46,0
12,task,paired,c029,16,-0.9999942779541016,72,46
12,full,sameclass,c029,16,0.3749961853027344,73,0
12,readout,sameclass,c029,16,-0.6250038146972656,46,0
12,task,sameclass,c029,16,0.25,73,46
12,full,unpaired,c029,16,0.9999961853027344,59,0
12,readout,unpaired,c029,16,1.7499961853027344,46,0
12,task,unpaired,c029,16,-3.814697265625e-06,59,46
12,full,unpaired_eval,c029,16,-0.12499618530273438,59,0
12,readout,unpaired_eval,c029,16,0.375,46,0
12,task,unpaired_eval,c029,16,-0.375,59,46
26,full,paired,c029,16,-4.375007629394531,72,0
26,readout,paired,c029,16,-4.375007629394531,46,0
26,task,paired,c029,16,0.125,72,46
26,full,sameclass,c029,16,-0.7500038146972656,73,0
26,readout,sameclass,c029,16,-0.6250038146972656,46,0
26,task,sameclass,c029,16,0.0,73,46
26,full,unpaired,c029,16,-1.3749237060546875,59,0
26,readout,unpaired,c029,16,-0.9999504089355469,46,0
26,task,unpaired,c029,16,-0.37499427795410156,59,46
26,full,unpaired_eval,c029,16,-1.2498340606689453,59,0
26,readout,unpaired_eval,c029,16,-1.1248493194580078,46,0
26,task,unpaired_eval,c029,16,-0.49999427795410156,59,46
12,full,paired,c036,17,0.5000247955322266,117,0
12,readout,paired,c036,17,1.3749675750732422,46,0
12,task,paired,c036,17,-0.37502098083496094,117,46
12,full,sameclass,c036,17,-6.4849853515625e-05,116,0
12,readout,sameclass,c036,17,-0.12512588500976562,46,0
12,task,sameclass,c036,17,0.500030517578125,116,46
12,full,unpaired,c036,17,-1.7467880249023438,59,0
12,readout,unpaired,c036,17,-1.9974746704101562,46,0
12,task,unpaired,c036,17,0.6249732971191406,59,46
12,full,unpaired_eval,c036,17,1.626678466796875,59,0
12,readout,unpaired_eval,c036,17,0.25208091735839844,46,0
12,task,unpaired_eval,c036,17,0.9999885559082031,59,46
26,full,paired,c036,17,-0.1250762939453125,117,0
26,readout,paired,c036,17,-0.12508773803710938,46,0
26,task,paired,c036,17,0.0,117,46
26,full,sameclass,c036,17,0.49983787536621094,116,0
26,readout,sameclass,c036,17,0.24984169006347656,46,0
26,task,sameclass,c036,17,0.12497901916503906,116,46
26,full,unpaired,c036,17,-2.3750686645507812,59,0
26,readout,unpaired,c036,17,-2.50006103515625,46,0
26,task,unpaired,c036,17,0.2499675750732422,59,46
26,full,unpaired_eval,c036,17,4.249847412109375,59,0
26,readout,unpaired_eval,c036,17,3.874849319458008,46,0
26,task,unpaired_eval,c036,17,0.2499675750732422,59,46
12,full,paired,c039,18,-5.249897003173828,74,0
12,readout,paired,c039,18,-4.374956130981445,46,0
12,task,paired,c039,18,-2.1249961853027344,74,46
12,full,sameclass,c039,18,-6.374881744384766,75,0
12,readout,sameclass,c039,18,-3.249990463256836,46,0
12,task,sameclass,c039,18,-3.874959945678711,75,46
12,full,unpaired,c039,18,-2.6250171661376953,59,0
12,readout,unpaired,c039,18,-0.7500171661376953,46,0
12,task,unpaired,c039,18,-1.1250076293945312,59,46
12,full,unpaired_eval,c039,18,-1.000020980834961,59,0
12,readout,unpaired_eval,c039,18,0.24997901916503906,46,0
12,task,unpaired_eval,c039,18,-1.1249961853027344,59,46
26,full,paired,c039,18,-6.749898910522461,74,0
26,readout,paired,c039,18,-6.624921798706055,46,0
26,task,paired,c039,18,0.12499618530273438,74,46
26,full,sameclass,c039,18,-6.124759674072266,75,0
26,readout,sameclass,c039,18,-6.374713897705078,46,0
26,task,sameclass,c039,18,0.0,75,46
26,full,unpaired,c039,18,-5.249963760375977,59,0
26,readout,unpaired,c039,18,-4.8749847412109375,46,0
26,task,unpaired,c039,18,-0.2499980926513672,59,46
26,full,unpaired_eval,c039,18,-1.8749713897705078,59,0
26,readout,unpaired_eval,c039,18,-1.999969482421875,46,0
26,task,unpaired_eval,c039,18,-0.37499427795410156,59,46
12,full,paired,c041,19,0.9999599456787109,125,0
12,readout,paired,c041,19,0.9999561309814453,46,0
12,task,paired,c041,19,0.12499427795410156,125,46
12,full,sameclass,c041,19,-1.125009536743164,126,0
12,readout,sameclass,c041,19,-0.8749847412109375,46,0
12,task,sameclass,c041,19,-3.62396240234375e-05,126,46
12,full,unpaired,c041,19,-0.3750495910644531,79,0
12,readout,unpaired,c041,19,0.12496376037597656,46,0
12,task,unpaired,c041,19,-0.6249828338623047,79,46
12,full,unpaired_eval,c041,19,-1.0000495910644531,79,0
12,readout,unpaired_eval,c041,19,-0.5000362396240234,46,0
12,task,unpaired_eval,c041,19,-0.7500381469726562,79,46
26,full,paired,c041,19,-3.1250038146972656,125,0
26,readout,paired,c041,19,-3.0000057220458984,46,0
26,task,paired,c041,19,0.12498855590820312,125,46
26,full,sameclass,c041,19,-3.2500228881835938,126,0
26,readout,sameclass,c041,19,-3.250020980834961,46,0
26,task,sameclass,c041,19,0.0,126,46
26,full,unpaired,c041,19,-3.125049591064453,79,0
26,readout,unpaired,c041,19,-3.375049591064453,46,0
26,task,unpaired,c041,19,0.12499046325683594,79,46
26,full,unpaired_eval,c041,19,-0.8750495910644531,79,0
26,readout,unpaired_eval,c041,19,-1.1250457763671875,46,0
26,task,unpaired_eval,c041,19,0.12499046325683594,79,46
12,full,paired,c042,20,0.3749961853027344,107,0
12,readout,paired,c042,20,0.5000038146972656,46,0
12,task,paired,c042,20,-3.814697265625e-06,107,46
12,full,sameclass,c042,20,0.125,109,0
12,readout,sameclass,c042,20,1.0000038146972656,46,0
12,task,sameclass,c042,20,-0.3750038146972656,109,46
12,full,unpaired,c042,20,-0.6249828338623047,79,0
12,readout,unpaired,c042,20,-0.6249904632568359,46,0
12,task,unpaired,c042,20,0.49999237060546875,79,46
12,full,unpaired_eval,c042,20,1.7502994537353516,79,0
12,readout,unpaired_eval,c042,20,1.1252288818359375,46,0
12,task,unpaired_eval,c042,20,0.24999618530273438,79,46
26,full,paired,c042,20,-2.375,107,0
26,readout,paired,c042,20,-2.375,46,0
26,task,paired,c042,20,0.0,107,46
26,full,sameclass,c042,20,0.6250171661376953,109,0
26,readout,sameclass,c042,20,0.6250171661376953,46,0
26,task,sameclass,c042,20,-0.25,109,46
26,full,unpaired,c042,20,-2.4999256134033203,79,0
26,readout,unpaired,c042,20,-2.3749351501464844,46,0
26,task,unpaired,c042,20,-0.24999618530273438,79,46
26,full,unpaired_eval,c042,20,1.3757991790771484,79,0
26,readout,unpaired_eval,c042,20,1.6256961822509766,46,0
26,task,unpaired_eval,c042,20,-0.24999618530273438,79,46
12,full,paired,c043,21,-0.6256313323974609,108,0
12,readout,paired,c043,21,-1.000631332397461,46,0
