framing,system,acc,p_correct,lo,hi
eval,incentive,0.75,0.7540440724313436,0.5835403679487251,0.916717637524279
eval,neutral,0.7916666865348816,0.7786675331600558,0.613840882549349,0.9337583796509231
deploy,incentive,0.7083333134651184,0.7261464509369303,0.5438944627563126,0.8907462097740964
deploy,neutral,0.75,0.752630305145407,0.5838895158284578,0.9055794585625032
