arm,dst_cls,layer,region,effect,mean,lo,hi,n_contents
constructed,deploy,10,final,class,-0.033853944142659506,-0.06265676339467367,-0.00408893982569377,30
constructed,deploy,10,final,content,0.03205372492472331,-0.008325478235880535,0.07304418484369911,30
constructed,deploy,10,final,interaction,0.002074527740478516,-0.026011217435201007,0.032454187075297014,30
constructed,deploy,10,readout,class,0.05771446228027344,-0.010030941168467204,0.12968790213267004,30
constructed,deploy,10,readout,content,0.058500480651855466,-0.0935799527168274,0.22594211101531983,30
constructed,deploy,10,readout,interaction,-0.008789443969726562,-0.10980160236358642,0.08827899773915607,30
constructed,deploy,10,task,class,0.04743280410766602,0.023244429429372153,0.06968324025472006,30
constructed,deploy,10,task,content,0.004776223500569662,-0.025744384129842122,0.039292050202687556,30
constructed,deploy,10,task,interaction,-0.010105164845784505,-0.033564858436584466,0.016737877527872713,30
constructed,deploy,20,final,class,0.7635801633199056,0.5895665017763774,0.9307509557406104,30
constructed,deploy,20,final,content,-0.046669419606526694,-0.20400800704956054,0.11680346171061176,30
constructed,deploy,20,final,interaction,0.14415680567423503,-0.0050936373074849444,0.28880710522333775,30
constructed,deploy,20,readout,class,0.9713028907775879,0.7581175502141317,1.1768483392397564,30
constructed,deploy,20,readout,content,-0.062000306447347005,-0.2658757813771566,0.150352775255839,30
constructed,deploy,20,readout,interaction,0.1638127326965332,-0.025603283246358233,0.34293250481287635,30
constructed,deploy,20,task,class,0.006629180908203125,4.087448120117193e-05,0.01304673671722412,30
constructed,deploy,20,task,content,0.0012296040852864583,-0.010170910358428955,0.011793481508890776,30
constructed,deploy,20,task,interaction,0.0037749608357747397,-0.0022357892990112305,0.009761139551798494,30
constructed,deploy,21,final,class,0.7883354822794596,0.6158296449979147,0.9606858992576598,30
constructed,deploy,21,final,content,-0.045287068684895834,-0.2072367493311564,0.11916375875473015,30
constructed,deploy,21,final,interaction,0.11552766164143881,-0.04256207148234049,0.26565270264943425,30
constructed,deploy,21,readout,class,0.9658154169718425,0.7541466530164083,1.1693080894152321,30
constructed,deploy,21,readout,content,-0.049069913228352864,-0.2511014707883199,0.153662347793579,30
constructed,deploy,21,readout,interaction,0.1369455337524414,-0.0554884417851766,0.3183081324895222,30
constructed,deploy,21,task,class,0.0036095619201660157,-0.00043109099070231117,0.008011218706766764,30
constructed,deploy,21,task,content,-0.002600256601969401,-0.01128491481145223,0.004859713713328039,30
constructed,deploy,21,task,interaction,0.0036260286966959634,-0.0003472518920898437,0.008133128484090167,30
constructed,eval,10,final,class,0.07450405756632487,0.04711919943491618,0.10358677228291822,30
constructed,eval,10,final,content,-0.03561404546101888,-0.07544365247090656,0.008307056427001948,30
constructed,eval,10,final,interaction,0.007954883575439452,-0.014855230649312337,0.031855085690816236,30
constructed,eval,10,readout,class,0.012422815958658854,-0.10099369764328003,0.1250100262959798,30
constructed,eval,10,readout,content,0.11015148162841797,-0.027256987889607745,0.26134282350540156,30
constructed,eval,10,readout,interaction,0.1317175547281901,0.029809983571370442,0.23729073842366516,30
constructed,eval,10,task,class,-0.05005321502685547,-0.0727860395113627,-0.028551569779713976,30
constructed,eval,10,task,content,0.05428148905436198,-0.01889708677927653,0.14044245243072495,30
constructed,eval,10,task,interaction,-0.014217567443847657,-0.03904331525166829,0.008586296240488686,30
constructed,eval,20,final,class,-0.7841100056966146,-0.9354816540082296,-0.646052924791972,30
constructed,eval,20,final,content,0.20710194905598958,0.0005832004547119159,0.40681439399719216,30
constructed,eval,20,final,interaction,0.011281585693359375,-0.13712862094243367,0.15509240309397376,30
constructed,eval,20,readout,class,-1.0163049379984537,-1.2166852362950642,-0.8338390636444092,30
constructed,eval,20,readout,content,0.2630830446879069,0.0030303390820821206,0.5088380567232765,30
constructed,eval,20,readout,interaction,0.007947063446044922,-0.17359286308288574,0.18948319196701044,30
constructed,eval,20,task,class,-0.0012764612833658854,-0.005968819459279378,0.0030215215682983373,30
constructed,eval,20,task,content,0.011634381612141927,-0.00028921604156494134,0.023093744913736978,30
constructed,eval,20,task,interaction,0.004585393269856771,-0.002433902422587077,0.011484994888305655,30
constructed,eval,21,final,class,-0.8122484525044759,-0.973767097791036,-0.6679349350929261,30
constructed,eval,21,final,content,0.20741682052612304,-0.0017434350649515775,0.4109899902343748,30
constructed,eval,21,final,interaction,0.028228219350179037,-0.12960527420043946,0.17694224834442138,30
constructed,eval,21,readout,class,-0.9953685442606608,-1.1987143087387084,-0.816829160054525,30
constructed,eval,21,readout,content,0.2491352399190267,0.001143813133239748,0.4918285012245177,30
constructed,eval,21,readout,interaction,0.0327244758605957,-0.14766482035319012,0.20906514247258484,30
constructed,eval,21,task,class,0.0034619967142740884,-0.0007723045349121094,0.007675809065500894,30
constructed,eval,21,task,content,0.0065683682759602865,-0.0002969821294148763,0.01367803653081258,30
constructed,eval,21,task,interaction,0.001633612314860026,-0.0024950305620829263,0.0058141223589579126,30
constructed_min,deploy,10,final,class,-0.01957391103108724,-0.033874228795369464,-0.004272801876068128,30
constructed_min,deploy,10,final,content,0.014105478922526041,-0.005958565870920817,0.03323353846867878,30
constructed_min,deploy,10,final,interaction,-0.0016120274861653645,-0.014991978804270428,0.012636392911275203,30
constructed_min,deploy,10,readout,class,0.038134066263834636,-0.00038494110107421847,0.08052685499191284,30
constructed_min,deploy,10,readout,content,0.04095439910888672,-0.054042437076568604,0.1481582713127136,30
constructed_min,deploy,10,readout,interaction,-0.009460894266764323,-0.07090901931126913,0.049325625896453826,30
constructed_min,deploy,10,task,class,0.035968971252441403,0.020231351852416993,0.05131393671035766,30
constructed_min,deploy,10,task,content,0.002748998006184896,-0.01774751345316569,0.025472521781921383,30
constructed_min,deploy,10,task,interaction,-0.0021718343098958335,-0.01860989729563395,0.0170939008394877,30
constructed_min,deploy,20,final,class,0.4100369771321615,0.31754513263702394,0.504440156618754,30
constructed_min,deploy,20,final,content,0.007203483581542968,-0.07183692693710327,0.09263301134109482,30
constructed_min,deploy,20,final,interaction,0.07866331736246744,0.010503433545430502,0.14386543909708652,30
constructed_min,deploy,20,readout,class,0.5274429321289062,0.4141460180282593,0.6453436470031738,30
constructed_min,deploy,20,readout,content,0.004375584920247396,-0.1011942728360494,0.1204608988761901,30
constructed_min,deploy,20,readout,interaction,0.09191595713297526,0.00670442263285319,0.17453884124755856,30
constructed_min,deploy,20,task,class,0.0033653895060221355,-0.0004623357454935709,0.007077500820159912,30
constructed_min,deploy,20,task,content,-0.0004374186197916667,-0.008146991729736328,0.006563596725463846,30
