layer,framing,alpha,content_id,delta
0,eval,-4.0,c006,-0.43700218200683594
0,eval,-4.0,c017,-0.3749732971191406
0,eval,-4.0,c039,0.37499427795410156
0,eval,-4.0,c036,-0.49962425231933594
0,eval,-4.0,c009,-1.437422752380371
0,eval,-4.0,c000,-1.0618925094604492
0,eval,-4.0,c013,-0.49975013732910156
0,eval,-4.0,c049,-0.5624980926513672
0,eval,-4.0,c058,-0.375
0,eval,-4.0,c024,-0.5625143051147461
0,eval,-4.0,c042,-0.24997711181640625
0,eval,-4.0,c047,-0.5621433258056641
0,eval,-4.0,c043,-1.1241884231567383
0,eval,-4.0,c003,-1.3749637603759766
0,eval,-4.0,c041,-1.0620861053466797
0,eval,-4.0,c008,-0.375
0,eval,-4.0,c045,-0.8747549057006836
0,eval,-4.0,c011,-0.9374141693115234
0,eval,-4.0,c020,-1.4997014999389648
0,eval,-4.0,c044,-1.311152458190918
0,eval,-4.0,c016,-0.8749618530273438
0,eval,-4.0,c056,-0.7339229583740234
0,eval,-4.0,c025,0.2500448226928711
0,eval,-4.0,c029,1.3750019073486328
0,eval,-4.0,c014,0.3750114440917969
0,eval,-4.0,c002,-1.6874923706054688
0,eval,-4.0,c023,-1.749868392944336
0,eval,-4.0,c046,-0.1250772476196289
0,eval,-4.0,c022,-1.0623960494995117
0,eval,-4.0,c050,0.1259441375732422
0,eval,-4.0,c006,-1.7493648529052734
0,eval,-4.0,c017,-0.9374408721923828
0,eval,-4.0,c039,1.1874628067016602
0,eval,-4.0,c036,-0.24982547760009766
0,eval,-4.0,c009,-0.24995040893554688
0,eval,-4.0,c000,-1.374922752380371
0,eval,-4.0,c013,-0.8123235702514648
0,eval,-4.0,c049,-7.62939453125e-06
0,eval,-4.0,c058,1.0
0,eval,-4.0,c024,-0.2498006820678711
0,eval,-4.0,c042,-1.437469482421875
0,eval,-4.0,c047,0.5001049041748047
0,eval,-4.0,c043,-0.8122978210449219
0,eval,-4.0,c003,-0.9374895095825195
0,eval,-4.0,c041,-0.6874818801879883
0,eval,-4.0,c008,0.3750114440917969
0,eval,-4.0,c045,-0.5624475479125977
0,eval,-4.0,c011,-0.6874980926513672
0,eval,-4.0,c020,-2.124953269958496
0,eval,-4.0,c044,-1.749856948852539
0,eval,-4.0,c016,-0.37495994567871094
0,eval,-4.0,c056,-1.2473421096801758
0,eval,-4.0,c025,-0.8766279220581055
