layer,framing,alpha,content_id,delta
0,eval,-4.0,c006,-0.03205299377441406
0,eval,-4.0,c017,-0.017808914184570312
0,eval,-4.0,c039,0.035488128662109375
0,eval,-4.0,c036,-0.008150100708007812
0,eval,-4.0,c009,-0.004817008972167969
0,eval,-4.0,c000,-0.04571247100830078
0,eval,-4.0,c013,-0.052405357360839844
0,eval,-4.0,c049,-0.019817352294921875
0,eval,-4.0,c058,-0.0002613067626953125
0,eval,-4.0,c024,-0.07725238800048828
0,eval,-4.0,c042,-0.0032749176025390625
0,eval,-4.0,c047,-0.03995704650878906
0,eval,-4.0,c043,-0.014353752136230469
0,eval,-4.0,c003,-0.02728748321533203
0,eval,-4.0,c041,-0.039877891540527344
0,eval,-4.0,c008,-0.04193687438964844
0,eval,-4.0,c045,-0.026561737060546875
0,eval,-4.0,c011,-0.04768562316894531
0,eval,-4.0,c020,-0.0265045166015625
0,eval,-4.0,c044,-0.05117225646972656
0,eval,-4.0,c016,-0.044498443603515625
0,eval,-4.0,c056,0.024123191833496094
0,eval,-4.0,c025,-0.08471393585205078
0,eval,-4.0,c029,0.053483009338378906
0,eval,-4.0,c014,-0.009023666381835938
0,eval,-4.0,c002,-0.010466575622558594
0,eval,-4.0,c023,-0.019736289978027344
0,eval,-4.0,c046,-0.08059883117675781
0,eval,-4.0,c022,-0.05015850067138672
0,eval,-4.0,c050,0.005633354187011719
0,eval,-4.0,c006,-0.01805591583251953
0,eval,-4.0,c017,-0.026153564453125
0,eval,-4.0,c039,0.038514137268066406
0,eval,-4.0,c036,-0.01668834686279297
0,eval,-4.0,c009,-0.009465217590332031
0,eval,-4.0,c000,-0.040409088134765625
0,eval,-4.0,c013,-0.047626495361328125
0,eval,-4.0,c049,0.010786056518554688
0,eval,-4.0,c058,0.0148468017578125
0,eval,-4.0,c024,-0.03485107421875
0,eval,-4.0,c042,-0.038168907165527344
0,eval,-4.0,c047,0.0031347274780273438
0,eval,-4.0,c043,-0.02453136444091797
0,eval,-4.0,c003,-0.05735588073730469
0,eval,-4.0,c041,-0.04668426513671875
0,eval,-4.0,c008,0.009213447570800781
0,eval,-4.0,c045,-0.04174613952636719
0,eval,-4.0,c011,-0.06921100616455078
0,eval,-4.0,c020,-0.017029762268066406
0,eval,-4.0,c044,-0.05461692810058594
0,eval,-4.0,c016,-0.03873443603515625
0,eval,-4.0,c056,-0.02151012420654297
0,eval,-4.0,c025,-0.06963920593261719
0,eval,-4.0,c029,-0.033242225646972656
0,eval,-4.0,c014,-0.041769981384277344
0,eval,-4.0,c002,-0.019651412963867188
0,eval,-4.0,c023,-0.009419441223144531
0,eval,-4.0,c046,-0.03378868103027344
0,eval,-4.0,c022,-0.04886054992675781
0,eval,-4.0,c050,-0.02408313751220703
0,deploy,4.0,c006,0.048888206481933594
0,deploy,4.0,c017,0.05461692810058594
0,deploy,4.0,c039,-0.008006095886230469
0,deploy,4.0,c036,0.03707122802734375
0,deploy,4.0,c009,0.007702827453613281
0,deploy,4.0,c000,0.055080413818359375
0,deploy,4.0,c013,0.03351116180419922
0,deploy,4.0,c049,0.00046634674072265625
