layer,direction,mean,lo,hi,n
10,eval_to_deploy,-0.07384840647379558,-0.17840195496877034,0.032997434933980205,60
10,unpaired_control,-0.04737284978230794,-0.2032049059867859,0.10933417797088622,60
11,deploy_to_eval,-0.3090238571166992,-0.46790223836898803,-0.1599530736605327,60
11,eval_to_deploy,0.29905389149983724,0.14767269849777223,0.4569654234250386,60
11,unpaired_control,-0.32580995559692383,-0.5323379508654277,-0.12660032828648887,60
12,deploy_to_eval,-0.298918628692627,-0.4615898124376933,-0.14435907761255912,60
12,eval_to_deploy,0.29283320109049477,0.1387818646430969,0.4537690885861715,60
12,unpaired_control,-0.3151747067769369,-0.5170591203371684,-0.11174041668574022,60
13,deploy_to_eval,-0.2973176956176758,-0.46420987526575724,-0.13968636035919196,60
13,eval_to_deploy,0.29880485534667967,0.1415630825360616,0.46382883707682293,60
13,unpaired_control,-0.291805903116862,-0.49858864943186443,-0.07898755947748831,60
14,deploy_to_eval,-0.30500733057657875,-0.473659516175588,-0.14082674980163576,60
14,eval_to_deploy,0.30406875610351564,0.1401287078857422,0.47186124801635737,60
14,unpaired_control,-0.30087868372599286,-0.501994678179423,-0.10768241167068511,60
15,deploy_to_eval,-0.3083555539449056,-0.4769568117459615,-0.14509052991867072,60
15,eval_to_deploy,0.308440367380778,0.14603482087453207,0.47726550499598175,60
15,unpaired_control,-0.3069268226623535,-0.5069824624061584,-0.11441071430842097,60
16,deploy_to_eval,-0.30762176513671874,-0.4757051142056783,-0.1446721061070761,60
16,eval_to_deploy,0.30751269658406577,0.14444652318954468,0.4762934660911559,60
16,unpaired_control,-0.31043847401936847,-0.5107672627766927,-0.11710715373357161,60
17,deploy_to_eval,-0.31296892166137696,-0.4825242098172506,-0.14997572183609023,60
17,eval_to_deploy,0.31293954849243166,0.1489395570755005,0.48264951388041166,60
17,unpaired_control,-0.311476198832194,-0.5090493973096212,-0.11824162483215352,60
18,deploy_to_eval,-0.3143102963765462,-0.4844329484303792,-0.15082664330800388,60
18,eval_to_deploy,0.3137431462605794,0.1499421755472819,0.4838243683179219,60
18,unpaired_control,-0.31255944569905597,-0.5103574180603028,-0.11914312521616623,60
19,deploy_to_eval,-0.31443634033203127,-0.48462295850118,-0.15093261480331435,60
19,eval_to_deploy,0.3138183911641439,0.1499709383646647,0.4840748532613118,60
19,unpaired_control,-0.3148785591125488,-0.5136847233772278,-0.1201451460520428,60
20,deploy_to_eval,-0.3171881993611654,-0.4877518423398336,-0.15331694046656305,60
20,eval_to_deploy,0.31839071909586586,0.15444804350535074,0.4892222428321838,60
20,unpaired_control,-0.32023703257242836,-0.5216318607330322,-0.12438633441925086,60
21,deploy_to_eval,-0.32064094543457033,-0.4906057143211365,-0.15691084861755386,60
21,eval_to_deploy,0.3218762715657552,0.15823347250620523,0.4917910027503966,60
21,unpaired_control,-0.32203477223714194,-0.5215486081441243,-0.12589876810709638,60
22,deploy_to_eval,-0.32399123509724936,-0.4934646232922872,-0.1606932926177979,60
22,eval_to_deploy,0.3249637285868327,0.16075864791870115,0.4959694337844848,60
22,unpaired_control,-0.32315969467163086,-0.5225082953770956,-0.13057387590408348,60
23,deploy_to_eval,-0.3208091100056966,-0.4901949803034465,-0.16004346450169915,60
23,eval_to_deploy,0.3208091100056966,0.16004346450169882,0.49019498030344644,60
23,unpaired_control,-0.3208091100056966,-0.5175518369674683,-0.12829663276672373,60
