dst_cls,layer,region,effect,mean,lo,hi,n_contents
eval,10,task,interaction,-0.009211413065592448,-0.05500028848648071,0.037192917664845775,30
eval,10,task,standard,-0.09647051493326823,-0.19962125301361083,0.0024625619252522718,30
eval,20,final,class,-0.8337427775065104,-0.9999790954589843,-0.6804147895177206,30
eval,20,final,content,0.13419469197591147,-0.08121102809906006,0.35470358848571776,30
eval,20,final,interaction,0.14831256866455078,-0.003914837837219237,0.3028336683909098,30
eval,20,final,standard,0.014117876688639322,-0.22835875034332276,0.2443295955657959,30
eval,20,question,class,-0.2409348487854004,-0.28958719650904335,-0.19543260494867964,30
eval,20,question,content,0.02859328587849935,-0.03165538787841797,0.09457597017288193,30
eval,20,question,interaction,0.0381745974222819,0.0009375611941019694,0.07721582651138302,30
eval,20,question,standard,0.009581311543782552,-0.05468636989593506,0.0670544322331746,30
eval,20,readout,class,-1.0840044975280763,-1.302016851902008,-0.8816573508580526,30
eval,20,readout,content,0.17792056401570638,-0.08634655157725016,0.4538007863362629,30
eval,20,readout,interaction,0.1843096097310384,-0.005923028786977131,0.3799860294659932,30
eval,20,readout,standard,0.006389045715332031,-0.29843960762023924,0.29730647563934315,30
eval,20,task,class,-0.00016736984252929688,-0.007310015360514323,0.007289400895436601,30
eval,20,task,content,0.008276081085205078,-0.006998502413431803,0.023865432739257814,30
eval,20,task,interaction,0.006298542022705078,-0.002194553216298421,0.015568336645762093,30
eval,20,task,standard,-0.0019775390625,-0.015167830785115561,0.01073980013529459,30
eval,21,final,class,-0.8924977938334148,-1.0675951902071636,-0.7292100667953492,30
eval,21,final,content,0.14576629002888997,-0.07250351746877035,0.37107533613840693,30
eval,21,final,interaction,0.150002384185791,-0.01635108709335327,0.3124878581364949,30
eval,21,final,standard,0.004236094156901042,-0.24070708592732748,0.2409260304768879,30
eval,21,question,class,-0.19392118453979493,-0.2359678546587626,-0.15276705980300903,30
eval,21,question,content,0.03581546147664388,-0.015955880482991538,0.09511666774749755,30
eval,21,question,interaction,0.03903970718383789,0.006686892509460449,0.07282830158869417,30
eval,21,question,standard,0.0032242457071940105,-0.05056568622589112,0.049733398755391345,30
eval,21,readout,class,-1.0956342061360678,-1.3192546017964681,-0.8891574859619141,30
eval,21,readout,content,0.18000157674153647,-0.07973104079564412,0.45321722269058223,30
eval,21,readout,interaction,0.18601023356119792,-0.007991544405619302,0.3797339884440101,30
eval,21,readout,standard,0.006008656819661459,-0.29138126055399577,0.28830228805541996,30
eval,21,task,class,0.0005841255187988281,-0.003953404426574707,0.004910315672556558,30
eval,21,task,content,0.004473272959391276,-0.00417114019393921,0.013389773368835447,30
eval,21,task,interaction,-0.0010612805684407551,-0.005241722265879312,0.0032968044281005858,30
eval,21,task,standard,-0.005534553527832031,-0.014559259414672851,0.002399055163065579,30
