dst_cls,layer,region,source,content_id,delta,dist,a,b,kk
eval,28,question,samecls_samecont,c009,-0.0073146820068359375,66.4688491821289,44,1,69
eval,28,final,samecls_samecont,c009,-0.30266571044921875,32.51780700683594,1,0,69
eval,28,readout,samecls_samecont,c009,-0.3090934753417969,65.69723510742188,44,0,69
eval,16,task,othercls_samecont,c009,-0.029804229736328125,25.836576461791992,66,44,66
eval,16,question,othercls_samecont,c009,-0.5158309936523438,15.153291702270508,44,1,66
eval,16,final,othercls_samecont,c009,0.04809761047363281,8.59868049621582,1,0,66
eval,16,readout,othercls_samecont,c009,-0.4616260528564453,15.004324913024902,44,0,66
eval,28,task,othercls_samecont,c009,0.0013675689697265625,120.99102020263672,66,44,66
eval,28,question,othercls_samecont,c009,0.002414703369140625,69.9730453491211,44,1,66
eval,28,final,othercls_samecont,c009,-0.5766220092773438,35.05366134643555,1,0,66
eval,28,readout,othercls_samecont,c009,-0.5746936798095703,69.1794204711914,44,0,66
eval,16,task,samecls_diffcont,c009,0.04647636413574219,46.97240447998047,52,44,52
eval,16,question,samecls_diffcont,c009,-0.06735420227050781,21.21344757080078,44,1,52
eval,16,final,samecls_diffcont,c009,-0.24715614318847656,17.965280532836914,1,0,52
eval,16,readout,samecls_diffcont,c009,-0.3795623779296875,21.139625549316406,44,0,52
eval,28,task,samecls_diffcont,c009,0.008817672729492188,219.93112182617188,52,44,52
eval,28,question,samecls_diffcont,c009,0.04502105712890625,88.55156707763672,44,1,52
eval,28,final,samecls_diffcont,c009,-0.34992027282714844,74.47151947021484,1,0,52
eval,28,readout,samecls_diffcont,c009,-0.2826118469238281,88.23157501220703,44,0,52
eval,16,task,othercls_diffcont,c009,0.007886886596679688,49.97416305541992,52,44,52
eval,16,question,othercls_diffcont,c009,-0.14616775512695312,21.749534606933594,44,1,52
eval,16,final,othercls_diffcont,c009,-0.25864219665527344,18.45121192932129,1,0,52
eval,16,readout,othercls_diffcont,c009,-0.4586601257324219,21.674571990966797,44,0,52
eval,28,task,othercls_diffcont,c009,0.019094467163085938,219.88128662109375,52,44,52
eval,28,question,othercls_diffcont,c009,0.038074493408203125,96.4065933227539,44,1,52
eval,28,final,othercls_diffcont,c009,-0.5278186798095703,71.66728973388672,1,0,52
eval,28,readout,othercls_diffcont,c009,-0.4868736267089844,95.84431457519531,44,0,52
eval,16,task,samecls_samecont,c011,-0.038055419921875,13.852957725524902,125,44,125
eval,16,question,samecls_samecont,c011,-0.1427326202392578,11.7618408203125,44,1,125
eval,16,final,samecls_samecont,c011,0.08839607238769531,7.061203956604004,1,0,125
eval,16,readout,samecls_samecont,c011,-0.042926788330078125,11.655008316040039,44,0,125
eval,28,task,samecls_samecont,c011,0.0189361572265625,71.39791870117188,125,44,125
eval,28,question,samecls_samecont,c011,0.027734756469726562,60.468467712402344,44,1,125
eval,28,final,samecls_samecont,c011,-0.09757804870605469,36.50302505493164,1,0,125
eval,28,readout,samecls_samecont,c011,-0.06701850891113281,59.92379379272461,44,0,125
eval,16,task,othercls_samecont,c011,-0.04232215881347656,14.543925285339355,122,44,122
eval,16,question,othercls_samecont,c011,-0.1263751983642578,12.80867862701416,44,1,122
eval,16,final,othercls_samecont,c011,-0.002735137939453125,5.607345104217529,1,0,122
eval,16,readout,othercls_samecont,c011,-0.10682296752929688,12.645010948181152,44,0,122
eval,28,task,othercls_samecont,c011,0.014093399047851562,86.72734832763672,122,44,122
eval,28,question,othercls_samecont,c011,-0.022298812866210938,61.15635299682617,44,1,122
eval,28,final,othercls_samecont,c011,-0.18439292907714844,32.318031311035156,1,0,122
eval,28,readout,othercls_samecont,c011,-0.20783615112304688,60.500938415527344,44,0,122
eval,16,task,samecls_diffcont,c011,-0.05644798278808594,19.25183868408203,74,44,74
