layer,framing,alpha,content_id,delta
1,eval,-4.0,c013,-0.29029083251953125
1,eval,-4.0,c049,-0.24914073944091797
1,eval,-4.0,c058,-0.1981496810913086
1,eval,-4.0,c024,-0.05851554870605469
1,eval,-4.0,c042,-0.11859989166259766
1,eval,-4.0,c047,-0.04857158660888672
1,eval,-4.0,c043,0.1576366424560547
1,eval,-4.0,c003,-0.21601486206054688
1,eval,-4.0,c041,0.033265113830566406
1,eval,-4.0,c008,-0.0011882781982421875
1,eval,-4.0,c045,-0.14862823486328125
1,eval,-4.0,c011,-0.3507671356201172
1,eval,-4.0,c020,-0.18268203735351562
1,eval,-4.0,c044,-0.06730842590332031
1,eval,-4.0,c016,-0.18890857696533203
1,eval,-4.0,c056,-0.0899362564086914
1,eval,-4.0,c025,-0.05180931091308594
1,eval,-4.0,c029,-0.22766780853271484
1,eval,-4.0,c014,0.03716564178466797
1,eval,-4.0,c002,0.020791053771972656
1,eval,-4.0,c023,-0.008913040161132812
1,eval,-4.0,c046,-0.28788185119628906
1,eval,-4.0,c022,-0.10668277740478516
1,eval,-4.0,c050,-0.0690755844116211
1,eval,-4.0,c006,-0.08876991271972656
1,eval,-4.0,c017,-0.147735595703125
1,eval,-4.0,c039,-0.28041934967041016
1,eval,-4.0,c036,-0.030199050903320312
1,eval,-4.0,c009,-0.058182716369628906
1,eval,-4.0,c000,-0.1692667007446289
1,eval,-4.0,c013,-0.3068561553955078
1,eval,-4.0,c049,-0.13806533813476562
1,eval,-4.0,c058,-0.3204822540283203
1,eval,-4.0,c024,0.06538772583007812
1,eval,-4.0,c042,-0.12260246276855469
1,eval,-4.0,c047,-0.08467388153076172
1,eval,-4.0,c043,0.14806079864501953
1,eval,-4.0,c003,-0.2310638427734375
1,eval,-4.0,c041,0.03820228576660156
1,eval,-4.0,c008,-0.11189937591552734
1,eval,-4.0,c045,-0.1362314224243164
1,eval,-4.0,c011,-0.1747570037841797
1,eval,-4.0,c020,0.014374732971191406
1,eval,-4.0,c044,-0.11584854125976562
1,eval,-4.0,c016,-0.042029380798339844
1,eval,-4.0,c056,-0.055789947509765625
1,eval,-4.0,c025,-0.1360025405883789
1,eval,-4.0,c029,-0.16507720947265625
1,eval,-4.0,c014,-0.16125202178955078
1,eval,-4.0,c002,0.02739429473876953
1,eval,-4.0,c023,-0.11093997955322266
1,eval,-4.0,c046,0.026198387145996094
1,eval,-4.0,c022,-0.01833343505859375
1,eval,-4.0,c050,-0.15375709533691406
1,deploy,4.0,c006,-0.1078329086303711
1,deploy,4.0,c017,-0.027826309204101562
1,deploy,4.0,c039,-0.0842123031616211
1,deploy,4.0,c036,-0.020644187927246094
1,deploy,4.0,c009,0.03198528289794922
1,deploy,4.0,c000,-0.11927604675292969
1,deploy,4.0,c013,-0.04168987274169922
1,deploy,4.0,c049,0.020631790161132812
1,deploy,4.0,c058,-0.03270721435546875
1,deploy,4.0,c024,-0.16042709350585938
1,deploy,4.0,c042,-0.03353309631347656
1,deploy,4.0,c047,-0.027932167053222656
1,deploy,4.0,c043,-0.1899871826171875
1,deploy,4.0,c003,0.012067794799804688
1,deploy,4.0,c041,0.015219688415527344
1,deploy,4.0,c008,-0.12332725524902344
1,deploy,4.0,c045,-0.006873130798339844
1,deploy,4.0,c011,-0.01777935028076172
1,deploy,4.0,c020,-0.13664913177490234
1,deploy,4.0,c044,-0.07942390441894531
1,deploy,4.0,c016,-0.06780529022216797
1,deploy,4.0,c056,-0.0439910888671875
1,deploy,4.0,c025,-0.08669281005859375
1,deploy,4.0,c029,0.08307170867919922
1,deploy,4.0,c014,0.1109161376953125
1,deploy,4.0,c002,-0.09410762786865234
1,deploy,4.0,c023,-0.11052322387695312
1,deploy,4.0,c046,-0.0005950927734375
1,deploy,4.0,c022,-0.09454345703125
