alpha,framing,condition,layer,layer_tag,content_id,belief,delta,kl,entropy
-8.0,eval,d,2,best,c006,0.5764598846435547,-0.4367704391479492,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c017,0.4882469177246094,-0.13750457763671875,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c039,0.11855411529541016,-0.5830698013305664,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c036,0.039836883544921875,-0.2228841781616211,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c009,-0.4325551986694336,-0.37450218200683594,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c000,0.3298931121826172,-0.2589998245239258,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c013,1.1933202743530273,-0.4701213836669922,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c049,0.31728649139404297,-0.294219970703125,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c058,0.1258678436279297,-0.461578369140625,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c024,0.07925128936767578,-0.07135486602783203,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c042,0.8276968002319336,-0.09316539764404297,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c047,0.13935279846191406,-0.2861013412475586,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c043,-0.5668325424194336,0.16791439056396484,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c003,0.12604618072509766,-0.5775661468505859,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c041,0.5354108810424805,-0.21311283111572266,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c008,-0.20604896545410156,-0.13698482513427734,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c045,1.7037858963012695,-0.15134620666503906,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c011,0.5924310684204102,-0.31775569915771484,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c020,1.5841693878173828,-0.24006175994873047,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c044,1.7399606704711914,-0.2533245086669922,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c016,0.26776885986328125,-0.37035083770751953,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c056,0.6194944381713867,-0.18059158325195312,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c025,0.12939071655273438,-0.029318809509277344,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c029,-0.14815711975097656,-0.4883251190185547,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c014,-0.09567451477050781,-0.4935436248779297,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c002,0.40537071228027344,-0.10912799835205078,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c023,0.39958953857421875,-0.171478271484375,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c046,-0.09671592712402344,-0.7231988906860352,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c022,0.1852102279663086,-0.02932453155517578,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c050,0.7775869369506836,-0.3372993469238281,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c006,0.7896528244018555,-0.3934183120727539,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c017,0.5857439041137695,-0.2944908142089844,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c039,-0.2969388961791992,-0.5683841705322266,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c036,0.36580467224121094,-0.2700319290161133,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c009,0.3860502243041992,-0.5873842239379883,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c000,0.2535533905029297,-0.3644886016845703,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c013,0.3083677291870117,-0.42700862884521484,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c049,-0.40778636932373047,-0.3573179244995117,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c058,0.03133583068847656,-0.6246318817138672,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c024,0.031581878662109375,-0.2204875946044922,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c042,-0.034130096435546875,-0.21794700622558594,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c047,0.4095277786254883,-0.29370975494384766,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c043,0.1215829849243164,0.06610774993896484,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c003,0.0763406753540039,-0.4188051223754883,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c041,0.3901052474975586,0.16257762908935547,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c008,-0.005137443542480469,-0.3428821563720703,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c045,0.24632835388183594,-0.29331302642822266,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c011,0.019222259521484375,-0.242950439453125,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c020,0.694706916809082,-0.0703115463256836,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c044,-0.13973236083984375,-0.3580913543701172,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c016,0.12160778045654297,-0.4475564956665039,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c056,-0.14026737213134766,-0.08735179901123047,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c025,0.030303955078125,-0.19719886779785156,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c029,-0.14440345764160156,-0.3112831115722656,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c014,-0.056511878967285156,-0.4030447006225586,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c002,0.2539033889770508,-0.2388906478881836,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c023,0.5976619720458984,-0.2221975326538086,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c046,0.35001182556152344,0.2233734130859375,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c022,0.5378856658935547,0.20999908447265625,0.04115995392203331,0.4199894070625305
-8.0,eval,d,2,best,c050,0.6114091873168945,-0.33445262908935547,0.04115995392203331,0.4199894070625305
-8.0,deploy,d,2,best,c006,0.009927749633789062,-0.33627891540527344,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c017,-0.3449583053588867,-0.1534862518310547,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c039,-0.4470815658569336,-0.2174520492553711,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c036,-0.3647470474243164,-0.3783740997314453,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c009,-0.5244474411010742,-0.14925765991210938,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c000,-0.2277517318725586,0.03396129608154297,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c013,-0.10262870788574219,-0.41815948486328125,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c049,-0.4911975860595703,-0.12706661224365234,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c058,-0.4035329818725586,-0.07861328125,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c024,-0.44214344024658203,-0.062157630920410156,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c042,-0.38953495025634766,-0.0917501449584961,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c047,-0.1925497055053711,-0.37870311737060547,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c043,-0.5332021713256836,0.1712779998779297,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c003,-0.1539306640625,-0.02968597412109375,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c041,-0.6983156204223633,0.1080474853515625,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c008,-0.3804922103881836,-0.08040428161621094,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c045,-0.3013954162597656,0.09456348419189453,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c011,-0.018148422241210938,-0.13427352905273438,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c020,-0.2384357452392578,0.1451244354248047,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c044,-0.42262744903564453,-0.11677169799804688,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c016,-0.34983158111572266,-0.14064693450927734,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c056,-0.28407859802246094,-0.2025775909423828,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c025,-0.3022270202636719,-0.06258773803710938,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c029,-0.7468376159667969,-0.017457008361816406,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c014,-0.27678680419921875,-0.6030683517456055,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c002,-0.2765083312988281,-0.021180152893066406,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c023,-0.1564922332763672,-0.009259223937988281,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c046,-0.44078636169433594,0.2827177047729492,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c022,-0.19412899017333984,-0.24938583374023438,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c050,-0.17114543914794922,-0.14020633697509766,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c006,-0.12101078033447266,-0.19383811950683594,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c017,-0.14542579650878906,-0.24776268005371094,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c039,-0.2612590789794922,0.09095096588134766,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c036,-0.5649757385253906,-0.31281375885009766,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c009,-0.7379913330078125,-0.6574563980102539,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c000,-0.39234256744384766,-0.05668067932128906,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c013,0.03555011749267578,-0.33578968048095703,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c049,-0.6194877624511719,0.1635456085205078,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c058,-0.36750030517578125,0.032874107360839844,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c024,-0.29264354705810547,-0.2105855941772461,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c042,-0.5677022933959961,-0.05837249755859375,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c047,-0.44586658477783203,-0.5165872573852539,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c043,-0.8080730438232422,0.40862464904785156,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c003,-0.2779264450073242,-0.09416675567626953,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c041,-0.24245452880859375,-0.04601764678955078,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c008,-0.4772510528564453,0.22048568725585938,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c045,-0.48644161224365234,0.2863655090332031,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c011,-0.1795825958251953,-0.3884315490722656,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c020,-0.2037181854248047,0.02019500732421875,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c044,-0.3384437561035156,-0.1506328582763672,0.019940543919801712,0.23718170821666718
-8.0,deploy,d,2,best,c016,-0.0900411605834961,-0.2887535095214844,0.019940543919801712,0.23718170821666718
