layer,direction,mean,lo,hi,n
0,deploy_to_eval,-0.01462558110555013,-0.03278192202250163,0.0043961874643961485,60
0,eval_to_deploy,0.022507222493489583,0.004702183405558269,0.04152451912562052,60
0,unpaired_control,-0.02743975321451823,-0.059348796208699546,0.0034891812006632365,60
1,deploy_to_eval,0.002604039510091146,-0.03374219894409179,0.04359443982442217,60
1,eval_to_deploy,0.04372533162434896,0.014245855013529459,0.07568249622980751,60
1,unpaired_control,-0.056311543782552084,-0.11811605374018351,-0.0008040340741475481,60
2,deploy_to_eval,-0.023225084940592448,-0.07046158154805501,0.03143495400746662,60
2,eval_to_deploy,0.06913824081420898,0.03465207020441691,0.10661898374557494,60
2,unpaired_control,-0.08793869018554687,-0.15635346174240114,-0.023647344112396253,60
3,deploy_to_eval,-0.00816799799601237,-0.0642781130472819,0.04931931495666494,60
3,eval_to_deploy,0.06574697494506836,0.020803003311157225,0.11536272287368772,60
3,unpaired_control,0.00449215571085612,-0.08637117624282838,0.09749838352203356,60
4,deploy_to_eval,-0.003813775380452474,-0.07104607502619426,0.06577428738276164,60
4,eval_to_deploy,0.07242644627888997,0.020905676682790118,0.13001234610875445,60
4,unpaired_control,0.04093163808186849,-0.08099612871805827,0.1652172740300496,60
5,deploy_to_eval,0.006960519154866536,-0.07850555260976155,0.09369391918182372,60
5,eval_to_deploy,0.03479344050089518,-0.026504824956258135,0.10178083737691242,60
5,unpaired_control,0.06396055221557617,-0.0485532546043396,0.17727276484171536,60
6,deploy_to_eval,-0.10198672612508138,-0.2002651071548462,0.005403550465901673,60
6,eval_to_deploy,0.049309825897216795,-0.027127342224121092,0.12347065607706705,60
6,unpaired_control,-0.06008453369140625,-0.1895144232114156,0.06892126242319742,60
7,deploy_to_eval,-0.08643732070922852,-0.1883127991358439,0.026349485715230173,60
7,eval_to_deploy,-0.008335081736246745,-0.09227614402770996,0.06943026940027872,60
7,unpaired_control,-0.01645030975341797,-0.1742802913983663,0.1439661733309426,60
8,deploy_to_eval,-0.05150737762451172,-0.1654496161142985,0.07110563675562537,60
8,eval_to_deploy,-0.03458553949991862,-0.11782408714294433,0.043347173531850115,60
