layer,region,source,content_id,pair,delta,a,b
16,full,unpaired_eval,c016,9,0.3239917755126953,74,0
16,readout,unpaired_eval,c016,9,0.25365257263183594,44,0
16,task,unpaired_eval,c016,9,0.0049114227294921875,74,44
28,full,paired,c016,9,0.38094520568847656,111,0
28,readout,paired,c016,9,0.3960437774658203,44,0
28,task,paired,c016,9,-0.009717941284179688,111,44
28,full,sameclass,c016,9,0.2053089141845703,111,0
28,readout,sameclass,c016,9,0.20885467529296875,44,0
28,task,sameclass,c016,9,-0.000942230224609375,111,44
28,full,unpaired,c016,9,0.03388786315917969,74,0
28,readout,unpaired,c016,9,0.03339958190917969,44,0
28,task,unpaired,c016,9,-0.005828857421875,74,44
28,full,unpaired_eval,c016,9,0.3065948486328125,74,0
28,readout,unpaired_eval,c016,9,0.3089332580566406,44,0
28,task,unpaired_eval,c016,9,-0.007122039794921875,74,44
10,full,paired,c017,10,-0.2362499237060547,143,0
10,readout,paired,c017,10,-0.17443275451660156,44,0
10,task,paired,c017,10,0.0177001953125,143,44
10,full,sameclass,c017,10,-0.025814056396484375,147,0
10,readout,sameclass,c017,10,-0.1367950439453125,44,0
10,task,sameclass,c017,10,0.05266761779785156,147,44
10,full,unpaired,c017,10,-0.24855422973632812,74,0
10,readout,unpaired,c017,10,-0.22608184814453125,44,0
10,task,unpaired,c017,10,-0.01969146728515625,74,44
10,full,unpaired_eval,c017,10,-0.5808601379394531,52,0
10,readout,unpaired_eval,c017,10,-0.3799018859863281,44,0
10,task,unpaired_eval,c017,10,-0.3319377899169922,52,44
16,full,paired,c017,10,-0.28314971923828125,143,0
16,readout,paired,c017,10,-0.29352378845214844,44,0
16,task,paired,c017,10,-0.06736183166503906,143,44
16,full,sameclass,c017,10,0.13753700256347656,147,0
16,readout,sameclass,c017,10,0.16008949279785156,44,0
16,task,sameclass,c017,10,-0.017698287963867188,147,44
16,full,unpaired,c017,10,-0.3966960906982422,74,0
16,readout,unpaired,c017,10,-0.3578910827636719,44,0
16,task,unpaired,c017,10,-0.0789031982421875,74,44
16,full,unpaired_eval,c017,10,-0.7360515594482422,52,0
16,readout,unpaired_eval,c017,10,-0.7505893707275391,44,0
16,task,unpaired_eval,c017,10,0.04006004333496094,52,44
28,full,paired,c017,10,-0.2751903533935547,143,0
28,readout,paired,c017,10,-0.28432464599609375,44,0
28,task,paired,c017,10,0.006877899169921875,143,44
28,full,sameclass,c017,10,0.1817493438720703,147,0
28,readout,sameclass,c017,10,0.1518688201904297,44,0
28,task,sameclass,c017,10,0.03386688232421875,147,44
28,full,unpaired,c017,10,-0.4143867492675781,74,0
28,readout,unpaired,c017,10,-0.39171791076660156,44,0
28,task,unpaired,c017,10,-0.035213470458984375,74,44
28,full,unpaired_eval,c017,10,-0.8247451782226562,52,0
28,readout,unpaired_eval,c017,10,-0.7825565338134766,44,0
28,task,unpaired_eval,c017,10,-0.04036903381347656,52,44
10,full,paired,c020,11,0.5531940460205078,52,0
10,readout,paired,c020,11,0.3911018371582031,44,0
10,task,paired,c020,11,0.1667308807373047,52,44
10,full,sameclass,c020,11,1.1598796844482422,52,0
10,readout,sameclass,c020,11,1.17474365234375,44,0
10,task,sameclass,c020,11,0.10650253295898438,52,44
10,full,unpaired,c020,11,0.6859798431396484,52,0
10,readout,unpaired,c020,11,0.5174369812011719,44,0
10,task,unpaired,c020,11,0.18273162841796875,52,44
10,full,unpaired_eval,c020,11,0.8264694213867188,52,0
10,readout,unpaired_eval,c020,11,0.6392860412597656,44,0
10,task,unpaired_eval,c020,11,0.17337799072265625,52,44
16,full,paired,c020,11,0.461181640625,52,0
16,readout,paired,c020,11,0.5094623565673828,44,0
16,task,paired,c020,11,-0.008962631225585938,52,44
16,full,sameclass,c020,11,1.5856208801269531,52,0
16,readout,sameclass,c020,11,1.591958999633789,44,0
16,task,sameclass,c020,11,-0.03453826904296875,52,44
16,full,unpaired,c020,11,0.5234298706054688,52,0
16,readout,unpaired,c020,11,0.5674514770507812,44,0
16,task,unpaired,c020,11,-0.034549713134765625,52,44
16,full,unpaired_eval,c020,11,0.7891941070556641,52,0
16,readout,unpaired_eval,c020,11,0.8045768737792969,44,0
16,task,unpaired_eval,c020,11,-0.0179901123046875,52,44
28,full,paired,c020,11,0.4199981689453125,52,0
28,readout,paired,c020,11,0.41889190673828125,44,0
28,task,paired,c020,11,0.00402069091796875,52,44
28,full,sameclass,c020,11,1.5680503845214844,52,0
28,readout,sameclass,c020,11,1.5909233093261719,44,0
28,task,sameclass,c020,11,-0.008352279663085938,52,44
28,full,unpaired,c020,11,0.46120643615722656,52,0
28,readout,unpaired,c020,11,0.45867347717285156,44,0
28,task,unpaired,c020,11,0.0073070526123046875,52,44
28,full,unpaired_eval,c020,11,0.6983871459960938,52,0
28,readout,unpaired_eval,c020,11,0.6821346282958984,44,0
28,task,unpaired_eval,c020,11,0.024211883544921875,52,44
10,full,paired,c022,12,-0.060749053955078125,109,0
10,readout,paired,c022,12,-0.10232353210449219,44,0
