framing,system,acc,p_correct,lo,hi
eval,incentive,0.6666666865348816,0.6509520780770496,0.4925792206780898,0.801192916400032
eval,neutral,0.6666666865348816,0.6495257018347426,0.48990579953606356,0.8049606117723064
deploy,incentive,0.7916666865348816,0.7412979730870575,0.5881595890018313,0.8766791169162994
deploy,neutral,0.7083333134651184,0.7054177530032272,0.5473400237067836,0.8545163440178537
