framing,system,acc,p_correct,lo,hi
eval,incentive,0.75,0.7489043300544532,0.5886718188189358,0.9049981278444951
eval,neutral,0.75,0.7525948846402267,0.5973193870469307,0.9041308800146605
deploy,incentive,0.7916666865348816,0.784474750898274,0.6358448607233489,0.9195640618870432
deploy,neutral,0.7916666865348816,0.7738675800307343,0.6276565801255249,0.9091876731486989
