arm,dst_cls,layer,region,effect,mean,lo,hi,n_contents
constructed,eval,28,readout,content,0.14917968114217123,0.02773004690806071,0.2748233286539713,30
constructed,eval,28,readout,interaction,0.06215728123982747,-0.05014607191085815,0.16351623296737666,30
constructed,eval,28,task,class,0.004366366068522135,0.00028538783391316737,0.00871852795282999,30
constructed,eval,28,task,content,0.002436383565266927,-0.003237544695536296,0.008056944211324055,30
constructed,eval,28,task,interaction,-0.0006102879842122395,-0.004726518789927164,0.003503459294637044,30
constructed_min,deploy,16,final,class,0.0005262374877929687,-0.01876242717107137,0.0206359934806823,30
constructed_min,deploy,16,final,content,0.013721720377604166,-0.026792506376902264,0.05205646435419714,30
constructed_min,deploy,16,final,interaction,0.012103525797526042,-0.0016669956843058267,0.025495808919270828,30
constructed_min,deploy,16,readout,class,0.16320581436157228,0.09684091488520305,0.2365942120552062,30
constructed_min,deploy,16,readout,content,0.011922995249430338,-0.03998097817103068,0.062363868554433176,30
constructed_min,deploy,16,readout,interaction,0.060849730173746744,0.003062833944956463,0.12149498701095579,30
constructed_min,deploy,16,task,class,-0.007864793141682943,-0.02046303590138753,0.004952872594197571,30
constructed_min,deploy,16,task,content,0.002248414357503255,-0.011852227052052817,0.015058753490447984,30
constructed_min,deploy,16,task,interaction,-0.0031678199768066405,-0.01236449639002482,0.00670547087987263,30
constructed_min,deploy,28,final,class,0.2613165855407715,0.18224483887354534,0.3497518134117125,30
constructed_min,deploy,28,final,content,-0.00824441909790039,-0.06957228978474934,0.05107388496398923,30
constructed_min,deploy,28,final,interaction,0.05995105107625325,-0.011540633837381999,0.13071698586146036,30
constructed_min,deploy,28,readout,class,0.2630434036254883,0.18453708092371623,0.35081353664398185,30
constructed_min,deploy,28,readout,content,-0.011175791422526041,-0.07388701279958089,0.051093042691548636,30
constructed_min,deploy,28,readout,interaction,0.055986849466959636,-0.01695466200510661,0.1279757738113403,30
constructed_min,deploy,28,task,class,-0.003371715545654297,-0.0059094365437825525,-0.0008329518636067725,30
constructed_min,deploy,28,task,content,0.002628358205159505,-0.0012955617904663085,0.006352249781290689,30
constructed_min,deploy,28,task,interaction,-0.00042912165323893227,-0.002639190355936686,0.0017582790056864398,30
constructed_min,eval,16,final,class,0.023171265920003254,-0.0015914114316304521,0.04732516129811604,30
constructed_min,eval,16,final,content,0.0024953524271647135,-0.037925251324971515,0.044921647707621214,30
constructed_min,eval,16,final,interaction,0.03225634892781575,0.013226380348205566,0.05263011773427327,30
constructed_min,eval,16,readout,class,-0.14355481465657552,-0.21341036001841227,-0.07706816911697398,30
constructed_min,eval,16,readout,content,0.08110567728678385,0.003087286949157715,0.15690595865249632,30
constructed_min,eval,16,readout,interaction,0.08238964080810547,0.003980066776275635,0.1522718604405721,30
constructed_min,eval,16,task,class,0.010249487559000651,0.00026887416839599615,0.02036260843276977,30
constructed_min,eval,16,task,content,0.019736194610595705,-0.0032709916432698567,0.04287735859553019,30
constructed_min,eval,16,task,interaction,0.001204204559326172,-0.013191691239674886,0.015202292601267497,30
constructed_min,eval,28,final,class,-0.15683956146240235,-0.2311328887939453,-0.08575556119283044,30
constructed_min,eval,28,final,content,0.10110702514648437,0.019097657203674318,0.18672748406728096,30
constructed_min,eval,28,final,interaction,0.043024508158365886,-0.04433549801508586,0.11805794874827066,30
constructed_min,eval,28,readout,class,-0.16427313486735026,-0.23965025266011555,-0.09425466299057017,30
constructed_min,eval,28,readout,content,0.10113099416097006,0.01595640500386556,0.18889937798182166,30
constructed_min,eval,28,readout,interaction,0.03992392222086589,-0.050008010069529214,0.11822929302851355,30
constructed_min,eval,28,task,class,0.002956390380859375,0.00014711618423461916,0.005898387432098388,30
constructed_min,eval,28,task,content,0.0015164057413736979,-0.0025372664133707684,0.005689826806386311,30
constructed_min,eval,28,task,interaction,-0.00075836181640625,-0.003742806116739909,0.0023405949274698883,30
selected,deploy,16,final,class,-0.02919902801513672,-0.05950568675994873,0.0014365450541177992,30
selected,deploy,16,final,content,0.00375518798828125,-0.07255925019582112,0.0891425045331318,30
selected,deploy,16,final,interaction,0.012206586201985677,-0.01193801244099935,0.03811777114868163,30
selected,deploy,16,readout,class,0.12908382415771485,0.026132632096608478,0.2376276167233784,30
selected,deploy,16,readout,content,0.01146856943766276,-0.0674623966217041,0.08942569891611733,30
selected,deploy,16,readout,interaction,-0.019946797688802084,-0.12007338682810466,0.07120861768722529,30
selected,deploy,16,task,class,-0.008230050404866537,-0.02420139948527018,0.008289861679077143,30
selected,deploy,16,task,content,0.005943584442138672,-0.020763248602549234,0.030822344621022537,30
selected,deploy,16,task,interaction,0.013352807362874348,-0.0027837220827738444,0.03125461022059122,30
selected,deploy,28,final,class,0.2822431564331055,0.19130099932352704,0.3837472152709961,30
selected,deploy,28,final,content,-0.015880902608235676,-0.11023332277933758,0.0739276146888733,30
selected,deploy,28,final,interaction,-0.04932181040445963,-0.1715166759490967,0.06593539555867507,30
